Created as New Dataset,Sample 007 By Administrator Date Thursday, October 16 2025
cm-1,%T
3571.00,94.02
3570.00,93.96
3569.00,93.79
3568.00,93.58
3567.00,93.47
3566.00,93.49
3565.00,93.57
3564.00,93.59
3563.00,93.54
3562.00,93.48
3561.00,93.46
3560.00,93.45
3559.00,93.44
3558.00,93.41
3557.00,93.39
3556.00,93.32
3555.00,93.17
3554.00,92.99
3553.00,92.91
3552.00,92.98
3551.00,93.12
3550.00,93.19
3549.00,93.14
3548.00,93.03
3547.00,92.92
3546.00,92.88
3545.00,92.89
3544.00,92.92
3543.00,92.96
3542.00,92.97
3541.00,92.96
3540.00,92.91
3539.00,92.85
3538.00,92.78
3537.00,92.74
3536.00,92.75
3535.00,92.79
3534.00,92.78
3533.00,92.70
3532.00,92.57
3531.00,92.42
3530.00,92.31
3529.00,92.27
3528.00,92.30
3527.00,92.38
3526.00,92.42
3525.00,92.38
3524.00,92.30
3523.00,92.28
3522.00,92.32
3521.00,92.35
3520.00,92.32
3519.00,92.28
3518.00,92.26
3517.00,92.25
3516.00,92.23
3515.00,92.18
3514.00,92.12
3513.00,92.05
3512.00,91.96
3511.00,91.88
3510.00,91.87
3509.00,91.93
3508.00,91.99
3507.00,91.97
3506.00,91.85
3505.00,91.70
3504.00,91.63
3503.00,91.68
3502.00,91.79
3501.00,91.87
3500.00,91.85
3499.00,91.77
3498.00,91.66
3497.00,91.59
3496.00,91.58
3495.00,91.60
3494.00,91.62
3493.00,91.62
3492.00,91.58
3491.00,91.52
3490.00,91.45
3489.00,91.40
3488.00,91.39
3487.00,91.42
3486.00,91.42
3485.00,91.36
3484.00,91.26
3483.00,91.18
3482.00,91.17
3481.00,91.22
3480.00,91.27
3479.00,91.28
3478.00,91.24
3477.00,91.17
3476.00,91.11
3475.00,91.08
3474.00,91.08
3473.00,91.08
3472.00,91.07
3471.00,91.04
3470.00,91.01
3469.00,90.98
3468.00,90.95
3467.00,90.93
3466.00,90.91
3465.00,90.88
3464.00,90.83
3463.00,90.79
3462.00,90.78
3461.00,90.80
3460.00,90.82
3459.00,90.81
3458.00,90.77
3457.00,90.74
3456.00,90.72
3455.00,90.70
3454.00,90.68
3453.00,90.67
3452.00,90.65
3451.00,90.60
3450.00,90.50
3449.00,90.38
3448.00,90.31
3447.00,90.34
3446.00,90.42
3445.00,90.47
3444.00,90.45
3443.00,90.41
3442.00,90.40
3441.00,90.42
3440.00,90.43
3439.00,90.41
3438.00,90.37
3437.00,90.36
3436.00,90.34
3435.00,90.31
3434.00,90.28
3433.00,90.26
3432.00,90.23
3431.00,90.21
3430.00,90.20
3429.00,90.20
3428.00,90.19
3427.00,90.18
3426.00,90.18
3425.00,90.16
3424.00,90.12
3423.00,90.05
3422.00,90.01
3421.00,90.00
3420.00,90.04
3419.00,90.07
3418.00,90.09
3417.00,90.08
3416.00,90.06
3415.00,90.03
3414.00,90.02
3413.00,90.01
3412.00,90.00
3411.00,89.99
3410.00,89.98
3409.00,89.97
3408.00,89.97
3407.00,89.96
3406.00,89.95
3405.00,89.94
3404.00,89.93
3403.00,89.92
3402.00,89.92
3401.00,89.93
3400.00,89.91
3399.00,89.89
3398.00,89.88
3397.00,89.89
3396.00,89.89
3395.00,89.88
3394.00,89.86
3393.00,89.85
3392.00,89.87
3391.00,89.91
3390.00,89.92
3389.00,89.91
3388.00,89.89
3387.00,89.87
3386.00,89.86
3385.00,89.86
3384.00,89.88
3383.00,89.90
3382.00,89.91
3381.00,89.91
3380.00,89.91
3379.00,89.91
3378.00,89.91
3377.00,89.92
3376.00,89.92
3375.00,89.93
3374.00,89.93
3373.00,89.94
3372.00,89.94
3371.00,89.94
3370.00,89.94
3369.00,89.93
3368.00,89.91
3367.00,89.90
3366.00,89.90
3365.00,89.93
3364.00,89.95
3363.00,89.98
3362.00,89.99
3361.00,90.01
3360.00,90.02
3359.00,90.03
3358.00,90.03
3357.00,90.04
3356.00,90.05
3355.00,90.07
3354.00,90.08
3353.00,90.09
3352.00,90.10
3351.00,90.11
3350.00,90.12
3349.00,90.13
3348.00,90.14
3347.00,90.15
3346.00,90.16
3345.00,90.18
3344.00,90.19
3343.00,90.20
3342.00,90.21
3341.00,90.22
3340.00,90.22
3339.00,90.22
3338.00,90.23
3337.00,90.24
3336.00,90.27
3335.00,90.29
3334.00,90.31
3333.00,90.33
3332.00,90.33
3331.00,90.33
3330.00,90.34
3329.00,90.34
3328.00,90.35
3327.00,90.36
3326.00,90.37
3325.00,90.38
3324.00,90.40
3323.00,90.42
3322.00,90.44
3321.00,90.46
3320.00,90.47
3319.00,90.48
3318.00,90.48
3317.00,90.49
3316.00,90.50
3315.00,90.49
3314.00,90.50
3313.00,90.51
3312.00,90.53
3311.00,90.53
3310.00,90.53
3309.00,90.55
3308.00,90.58
3307.00,90.61
3306.00,90.63
3305.00,90.63
3304.00,90.64
3303.00,90.64
3302.00,90.66
3301.00,90.67
3300.00,90.67
3299.00,90.67
3298.00,90.68
3297.00,90.70
3296.00,90.72
3295.00,90.73
3294.00,90.72
3293.00,90.72
3292.00,90.74
3291.00,90.76
3290.00,90.78
3289.00,90.79
3288.00,90.81
3287.00,90.82
3286.00,90.84
3285.00,90.85
3284.00,90.86
3283.00,90.87
3282.00,90.88
3281.00,90.89
3280.00,90.89
3279.00,90.88
3278.00,90.87
3277.00,90.86
3276.00,90.86
3275.00,90.87
3274.00,90.90
3273.00,90.94
3272.00,90.98
3271.00,91.01
3270.00,91.03
3269.00,91.04
3268.00,91.04
3267.00,91.04
3266.00,91.05
3265.00,91.06
3264.00,91.08
3263.00,91.10
3262.00,91.11
3261.00,91.12
3260.00,91.12
3259.00,91.13
3258.00,91.14
3257.00,91.13
3256.00,91.13
3255.00,91.13
3254.00,91.16
3253.00,91.20
3252.00,91.23
3251.00,91.26
3250.00,91.27
3249.00,91.28
3248.00,91.27
3247.00,91.25
3246.00,91.24
3245.00,91.27
3244.00,91.32
3243.00,91.36
3242.00,91.39
3241.00,91.40
3240.00,91.41
3239.00,91.42
3238.00,91.43
3237.00,91.44
3236.00,91.46
3235.00,91.48
3234.00,91.49
3233.00,91.51
3232.00,91.53
3231.00,91.55
3230.00,91.57
3229.00,91.59
3228.00,91.61
3227.00,91.64
3226.00,91.67
3225.00,91.69
3224.00,91.70
3223.00,91.71
3222.00,91.70
3221.00,91.71
3220.00,91.73
3219.00,91.77
3218.00,91.81
3217.00,91.82
3216.00,91.81
3215.00,91.82
3214.00,91.85
3213.00,91.89
3212.00,91.91
3211.00,91.93
3210.00,91.95
3209.00,91.99
3208.00,92.04
3207.00,92.08
3206.00,92.11
3205.00,92.13
3204.00,92.15
3203.00,92.17
3202.00,92.19
3201.00,92.19
3200.00,92.18
3199.00,92.18
3198.00,92.20
3197.00,92.25
3196.00,92.31
3195.00,92.36
3194.00,92.39
3193.00,92.42
3192.00,92.44
3191.00,92.47
3190.00,92.49
3189.00,92.51
3188.00,92.52
3187.00,92.52
3186.00,92.54
3185.00,92.57
3184.00,92.61
3183.00,92.65
3182.00,92.67
3181.00,92.66
3180.00,92.65
3179.00,92.65
3178.00,92.69
3177.00,92.75
3176.00,92.81
3175.00,92.84
3174.00,92.86
3173.00,92.88
3172.00,92.91
3171.00,92.94
3170.00,92.97
3169.00,93.00
3168.00,93.03
3167.00,93.05
3166.00,93.08
3165.00,93.10
3164.00,93.13
3163.00,93.16
3162.00,93.18
3161.00,93.21
3160.00,93.23
3159.00,93.26
3158.00,93.29
3157.00,93.31
3156.00,93.33
3155.00,93.35
3154.00,93.37
3153.00,93.39
3152.00,93.42
3151.00,93.45
3150.00,93.48
3149.00,93.50
3148.00,93.52
3147.00,93.54
3146.00,93.56
3145.00,93.58
3144.00,93.61
3143.00,93.63
3142.00,93.65
3141.00,93.68
3140.00,93.70
3139.00,93.73
3138.00,93.76
3137.00,93.78
3136.00,93.78
3135.00,93.77
3134.00,93.77
3133.00,93.80
3132.00,93.86
3131.00,93.91
3130.00,93.93
3129.00,93.94
3128.00,93.94
3127.00,93.95
3126.00,93.97
3125.00,93.98
3124.00,93.99
3123.00,94.00
3122.00,94.03
3121.00,94.06
3120.00,94.07
3119.00,94.08
3118.00,94.09
3117.00,94.11
3116.00,94.15
3115.00,94.20
3114.00,94.24
3113.00,94.28
3112.00,94.30
3111.00,94.32
3110.00,94.34
3109.00,94.36
3108.00,94.39
3107.00,94.41
3106.00,94.43
3105.00,94.43
3104.00,94.42
3103.00,94.40
3102.00,94.41
3101.00,94.45
3100.00,94.50
3099.00,94.54
3098.00,94.55
3097.00,94.55
3096.00,94.57
3095.00,94.62
3094.00,94.66
3093.00,94.70
3092.00,94.72
3091.00,94.73
3090.00,94.74
3089.00,94.76
3088.00,94.78
3087.00,94.80
3086.00,94.82
3085.00,94.83
3084.00,94.83
3083.00,94.82
3082.00,94.82
3081.00,94.83
3080.00,94.85
3079.00,94.88
3078.00,94.93
3077.00,94.97
3076.00,95.00
3075.00,95.01
3074.00,95.03
3073.00,95.05
3072.00,95.07
3071.00,95.08
3070.00,95.08
3069.00,95.07
3068.00,95.05
3067.00,95.04
3066.00,95.05
3065.00,95.09
3064.00,95.13
3063.00,95.18
3062.00,95.21
3061.00,95.22
3060.00,95.23
3059.00,95.22
3058.00,95.22
3057.00,95.23
3056.00,95.26
3055.00,95.30
3054.00,95.33
3053.00,95.34
3052.00,95.34
3051.00,95.34
3050.00,95.35
3049.00,95.36
3048.00,95.39
3047.00,95.42
3046.00,95.43
3045.00,95.45
3044.00,95.46
3043.00,95.48
3042.00,95.49
3041.00,95.51
3040.00,95.52
3039.00,95.53
3038.00,95.54
3037.00,95.53
3036.00,95.53
3035.00,95.53
3034.00,95.52
3033.00,95.51
3032.00,95.52
3031.00,95.55
3030.00,95.60
3029.00,95.64
3028.00,95.66
3027.00,95.66
3026.00,95.66
3025.00,95.68
3024.00,95.70
3023.00,95.73
3022.00,95.75
3021.00,95.77
3020.00,95.79
3019.00,95.80
3018.00,95.81
3017.00,95.81
3016.00,95.81
3015.00,95.80
3014.00,95.80
3013.00,95.80
3012.00,95.81
3011.00,95.84
3010.00,95.86
3009.00,95.89
3008.00,95.91
3007.00,95.91
3006.00,95.91
3005.00,95.92
3004.00,95.93
3003.00,95.95
3002.00,95.97
3001.00,95.99
3000.00,96.01
2999.00,96.01
2998.00,96.02
2997.00,96.02
2996.00,96.02
2995.00,96.02
2994.00,96.03
2993.00,96.05
2992.00,96.06
2991.00,96.08
2990.00,96.08
2989.00,96.09
2988.00,96.10
2987.00,96.11
2986.00,96.13
2985.00,96.14
2984.00,96.15
2983.00,96.16
2982.00,96.17
2981.00,96.18
2980.00,96.18
2979.00,96.18
2978.00,96.19
2977.00,96.19
2976.00,96.20
2975.00,96.21
2974.00,96.22
2973.00,96.23
2972.00,96.24
2971.00,96.25
2970.00,96.26
2969.00,96.26
2968.00,96.27
2967.00,96.28
2966.00,96.29
2965.00,96.30
2964.00,96.31
2963.00,96.32
2962.00,96.33
2961.00,96.34
2960.00,96.35
2959.00,96.36
2958.00,96.36
2957.00,96.36
2956.00,96.37
2955.00,96.38
2954.00,96.38
2953.00,96.39
2952.00,96.40
2951.00,96.41
2950.00,96.43
2949.00,96.43
2948.00,96.44
2947.00,96.44
2946.00,96.45
2945.00,96.45
2944.00,96.46
2943.00,96.47
2942.00,96.48
2941.00,96.49
2940.00,96.50
2939.00,96.51
2938.00,96.53
2937.00,96.54
2936.00,96.56
2935.00,96.57
2934.00,96.58
2933.00,96.59
2932.00,96.61
2931.00,96.62
2930.00,96.63
2929.00,96.64
2928.00,96.65
2927.00,96.66
2926.00,96.68
2925.00,96.69
2924.00,96.71
2923.00,96.73
2922.00,96.74
2921.00,96.75
2920.00,96.76
2919.00,96.76
2918.00,96.77
2917.00,96.77
2916.00,96.76
2915.00,96.75
2914.00,96.74
2913.00,96.73
2912.00,96.71
2911.00,96.71
2910.00,96.70
2909.00,96.71
2908.00,96.71
2907.00,96.72
2906.00,96.71
2905.00,96.71
2904.00,96.70
2903.00,96.71
2902.00,96.71
2901.00,96.72
2900.00,96.73
2899.00,96.73
2898.00,96.73
2897.00,96.73
2896.00,96.73
2895.00,96.73
2894.00,96.74
2893.00,96.75
2892.00,96.76
2891.00,96.77
2890.00,96.77
2889.00,96.77
2888.00,96.78
2887.00,96.78
2886.00,96.79
2885.00,96.79
2884.00,96.79
2883.00,96.79
2882.00,96.80
2881.00,96.81
2880.00,96.82
2879.00,96.82
2878.00,96.82
2877.00,96.83
2876.00,96.83
2875.00,96.83
2874.00,96.83
2873.00,96.84
2872.00,96.84
2871.00,96.85
2870.00,96.85
2869.00,96.86
2868.00,96.86
2867.00,96.87
2866.00,96.87
2865.00,96.87
2864.00,96.87
2863.00,96.88
2862.00,96.89
2861.00,96.90
2860.00,96.91
2859.00,96.92
2858.00,96.93
2857.00,96.94
2856.00,96.95
2855.00,96.97
2854.00,96.99
2853.00,97.01
2852.00,97.02
2851.00,97.02
2850.00,97.02
2849.00,97.01
2848.00,97.00
2847.00,96.99
2846.00,96.98
2845.00,96.97
2844.00,96.96
2843.00,96.95
2842.00,96.95
2841.00,96.95
2840.00,96.95
2839.00,96.95
2838.00,96.95
2837.00,96.96
2836.00,96.96
2835.00,96.97
2834.00,96.99
2833.00,96.99
2832.00,97.00
2831.00,97.00
2830.00,97.00
2829.00,97.00
2828.00,97.00
2827.00,97.00
2826.00,97.00
2825.00,97.00
2824.00,97.00
2823.00,97.00
2822.00,97.01
2821.00,97.01
2820.00,97.02
2819.00,97.03
2818.00,97.03
2817.00,97.03
2816.00,97.03
2815.00,97.03
2814.00,97.03
2813.00,97.03
2812.00,97.04
2811.00,97.05
2810.00,97.05
2809.00,97.06
2808.00,97.07
2807.00,97.07
2806.00,97.07
2805.00,97.07
2804.00,97.07
2803.00,97.06
2802.00,97.06
2801.00,97.06
2800.00,97.06
2799.00,97.07
2798.00,97.08
2797.00,97.08
2796.00,97.08
2795.00,97.08
2794.00,97.08
2793.00,97.09
2792.00,97.09
2791.00,97.10
2790.00,97.11
2789.00,97.11
2788.00,97.11
2787.00,97.11
2786.00,97.11
2785.00,97.12
2784.00,97.12
2783.00,97.11
2782.00,97.11
2781.00,97.11
2780.00,97.12
2779.00,97.12
2778.00,97.13
2777.00,97.13
2776.00,97.13
2775.00,97.14
2774.00,97.14
2773.00,97.15
2772.00,97.15
2771.00,97.15
2770.00,97.14
2769.00,97.15
2768.00,97.15
2767.00,97.16
2766.00,97.16
2765.00,97.16
2764.00,97.17
2763.00,97.17
2762.00,97.17
2761.00,97.17
2760.00,97.18
2759.00,97.18
2758.00,97.18
2757.00,97.18
2756.00,97.17
2755.00,97.17
2754.00,97.18
2753.00,97.18
2752.00,97.18
2751.00,97.18
2750.00,97.19
2749.00,97.20
2748.00,97.20
2747.00,97.20
2746.00,97.20
2745.00,97.20
2744.00,97.20
2743.00,97.20
2742.00,97.19
2741.00,97.19
2740.00,97.20
2739.00,97.20
2738.00,97.21
2737.00,97.21
2736.00,97.22
2735.00,97.22
2734.00,97.22
2733.00,97.23
2732.00,97.23
2731.00,97.23
2730.00,97.23
2729.00,97.24
2728.00,97.24
2727.00,97.24
2726.00,97.23
2725.00,97.24
2724.00,97.24
2723.00,97.24
2722.00,97.24
2721.00,97.24
2720.00,97.24
2719.00,97.25
2718.00,97.25
2717.00,97.25
2716.00,97.25
2715.00,97.25
2714.00,97.26
2713.00,97.26
2712.00,97.26
2711.00,97.27
2710.00,97.27
2709.00,97.27
2708.00,97.27
2707.00,97.28
2706.00,97.28
2705.00,97.28
2704.00,97.28
2703.00,97.29
2702.00,97.29
2701.00,97.29
2700.00,97.29
2699.00,97.29
2698.00,97.29
2697.00,97.29
2696.00,97.29
2695.00,97.30
2694.00,97.30
2693.00,97.30
2692.00,97.30
2691.00,97.31
2690.00,97.31
2689.00,97.31
2688.00,97.30
2687.00,97.30
2686.00,97.30
2685.00,97.31
2684.00,97.31
2683.00,97.32
2682.00,97.32
2681.00,97.32
2680.00,97.32
2679.00,97.32
2678.00,97.32
2677.00,97.32
2676.00,97.33
2675.00,97.33
2674.00,97.33
2673.00,97.33
2672.00,97.33
2671.00,97.34
2670.00,97.34
2669.00,97.34
2668.00,97.34
2667.00,97.34
2666.00,97.34
2665.00,97.34
2664.00,97.34
2663.00,97.34
2662.00,97.34
2661.00,97.35
2660.00,97.35
2659.00,97.35
2658.00,97.35
2657.00,97.35
2656.00,97.36
2655.00,97.36
2654.00,97.36
2653.00,97.36
2652.00,97.36
2651.00,97.36
2650.00,97.37
2649.00,97.37
2648.00,97.37
2647.00,97.37
2646.00,97.37
2645.00,97.37
2644.00,97.37
2643.00,97.38
2642.00,97.38
2641.00,97.38
2640.00,97.38
2639.00,97.38
2638.00,97.38
2637.00,97.38
2636.00,97.38
2635.00,97.38
2634.00,97.39
2633.00,97.39
2632.00,97.40
2631.00,97.40
2630.00,97.40
2629.00,97.40
2628.00,97.40
2627.00,97.40
2626.00,97.40
2625.00,97.40
2624.00,97.41
2623.00,97.40
2622.00,97.40
2621.00,97.40
2620.00,97.40
2619.00,97.40
2618.00,97.40
2617.00,97.41
2616.00,97.41
2615.00,97.41
2614.00,97.41
2613.00,97.41
2612.00,97.41
2611.00,97.41
2610.00,97.42
2609.00,97.42
2608.00,97.43
2607.00,97.42
2606.00,97.42
2605.00,97.42
2604.00,97.42
2603.00,97.42
2602.00,97.43
2601.00,97.43
2600.00,97.43
2599.00,97.44
2598.00,97.44
2597.00,97.44
2596.00,97.44
2595.00,97.44
2594.00,97.43
2593.00,97.43
2592.00,97.43
2591.00,97.43
2590.00,97.43
2589.00,97.43
2588.00,97.44
2587.00,97.44
2586.00,97.44
2585.00,97.44
2584.00,97.44
2583.00,97.44
2582.00,97.44
2581.00,97.44
2580.00,97.44
2579.00,97.44
2578.00,97.44
2577.00,97.44
2576.00,97.45
2575.00,97.45
2574.00,97.46
2573.00,97.46
2572.00,97.46
2571.00,97.45
2570.00,97.45
2569.00,97.45
2568.00,97.45
2567.00,97.45
2566.00,97.45
2565.00,97.45
2564.00,97.45
2563.00,97.45
2562.00,97.45
2561.00,97.46
2560.00,97.46
2559.00,97.46
2558.00,97.47
2557.00,97.47
2556.00,97.47
2555.00,97.48
2554.00,97.48
2553.00,97.47
2552.00,97.47
2551.00,97.47
2550.00,97.47
2549.00,97.48
2548.00,97.49
2547.00,97.49
2546.00,97.49
2545.00,97.49
2544.00,97.49
2543.00,97.49
2542.00,97.48
2541.00,97.49
2540.00,97.49
2539.00,97.49
2538.00,97.49
2537.00,97.49
2536.00,97.49
2535.00,97.49
2534.00,97.49
2533.00,97.50
2532.00,97.50
2531.00,97.50
2530.00,97.50
2529.00,97.50
2528.00,97.50
2527.00,97.50
2526.00,97.50
2525.00,97.50
2524.00,97.50
2523.00,97.50
2522.00,97.50
2521.00,97.50
2520.00,97.50
2519.00,97.50
2518.00,97.50
2517.00,97.50
2516.00,97.50
2515.00,97.49
2514.00,97.50
2513.00,97.50
2512.00,97.50
2511.00,97.51
2510.00,97.51
2509.00,97.51
2508.00,97.51
2507.00,97.51
2506.00,97.51
2505.00,97.51
2504.00,97.51
2503.00,97.51
2502.00,97.52
2501.00,97.52
2500.00,97.52
2499.00,97.52
2498.00,97.52
2497.00,97.53
2496.00,97.53
2495.00,97.53
2494.00,97.53
2493.00,97.53
2492.00,97.53
2491.00,97.53
2490.00,97.53
2489.00,97.53
2488.00,97.53
2487.00,97.53
2486.00,97.54
2485.00,97.54
2484.00,97.54
2483.00,97.53
2482.00,97.53
2481.00,97.53
2480.00,97.53
2479.00,97.53
2478.00,97.53
2477.00,97.53
2476.00,97.54
2475.00,97.54
2474.00,97.53
2473.00,97.53
2472.00,97.52
2471.00,97.53
2470.00,97.53
2469.00,97.54
2468.00,97.55
2467.00,97.55
2466.00,97.55
2465.00,97.54
2464.00,97.54
2463.00,97.54
2462.00,97.54
2461.00,97.55
2460.00,97.55
2459.00,97.55
2458.00,97.54
2457.00,97.54
2456.00,97.55
2455.00,97.55
