Created as New Dataset,Sample 004 By Administrator Date Tuesday, October 14 2025
cm-1,A
3728.00,0.0223
3727.00,0.0212
3726.00,0.0204
3725.00,0.0201
3724.00,0.0202
3723.00,0.0206
3722.00,0.0209
3721.00,0.0209
3720.00,0.0203
3719.00,0.0187
3718.00,0.0163
3717.00,0.0137
3716.00,0.0124
3715.00,0.0133
3714.00,0.0168
3713.00,0.0216
3712.00,0.0251
3711.00,0.0260
3710.00,0.0251
3709.00,0.0236
3708.00,0.0221
3707.00,0.0207
3706.00,0.0196
3705.00,0.0185
3704.00,0.0170
3703.00,0.0153
3702.00,0.0141
3701.00,0.0135
3700.00,0.0134
3699.00,0.0136
3698.00,0.0139
3697.00,0.0142
3696.00,0.0145
3695.00,0.0147
3694.00,0.0148
3693.00,0.0146
3692.00,0.0135
3691.00,0.0115
3690.00,0.0097
3689.00,0.0094
3688.00,0.0105
3687.00,0.0117
3686.00,0.0121
3685.00,0.0115
3684.00,0.0107
3683.00,0.0099
3682.00,0.0091
3681.00,0.0083
3680.00,0.0078
3679.00,0.0075
3678.00,0.0070
3677.00,0.0060
3676.00,0.0048
3675.00,0.0038
3674.00,0.0029
3673.00,0.0020
3672.00,0.0013
3671.00,0.0008
3670.00,0.0006
3669.00,0.0003
3668.00,-0.0001
3667.00,-0.0005
3666.00,-0.0008
3665.00,-0.0009
3664.00,-0.0011
3663.00,-0.0014
3662.00,-0.0016
3661.00,-0.0018
3660.00,-0.0018
3659.00,-0.0019
3658.00,-0.0021
3657.00,-0.0022
3656.00,-0.0021
3655.00,-0.0019
3654.00,-0.0019
3653.00,-0.0021
3652.00,-0.0021
3651.00,-0.0018
3650.00,-0.0013
3649.00,-0.0004
3648.00,0.0009
3647.00,0.0023
3646.00,0.0036
3645.00,0.0050
3644.00,0.0066
3643.00,0.0084
3642.00,0.0101
3641.00,0.0118
3640.00,0.0135
3639.00,0.0151
3638.00,0.0165
3637.00,0.0177
3636.00,0.0188
3635.00,0.0197
3634.00,0.0203
3633.00,0.0208
3632.00,0.0216
3631.00,0.0225
3630.00,0.0231
3629.00,0.0228
3628.00,0.0218
3627.00,0.0205
3626.00,0.0195
3625.00,0.0188
3624.00,0.0176
3623.00,0.0150
3622.00,0.0112
3621.00,0.0079
3620.00,0.0071
3619.00,0.0089
3618.00,0.0111
3617.00,0.0116
3616.00,0.0097
3615.00,0.0069
3614.00,0.0052
3613.00,0.0056
3612.00,0.0081
3611.00,0.0118
3610.00,0.0153
3609.00,0.0178
3608.00,0.0187
3607.00,0.0184
3606.00,0.0179
3605.00,0.0177
3604.00,0.0179
3603.00,0.0183
3602.00,0.0187
3601.00,0.0188
3600.00,0.0185
3599.00,0.0181
3598.00,0.0180
3597.00,0.0183
3596.00,0.0188
3595.00,0.0190
3594.00,0.0189
3593.00,0.0184
3592.00,0.0176
3591.00,0.0168
3590.00,0.0160
3589.00,0.0151
3588.00,0.0141
3587.00,0.0131
3586.00,0.0122
3585.00,0.0114
3584.00,0.0104
3583.00,0.0095
3582.00,0.0085
3581.00,0.0077
3580.00,0.0071
3579.00,0.0066
3578.00,0.0064
3577.00,0.0063
3576.00,0.0061
3575.00,0.0058
3574.00,0.0055
3573.00,0.0051
3572.00,0.0048
3571.00,0.0046
3570.00,0.0045
3569.00,0.0044
3568.00,0.0042
3567.00,0.0039
3566.00,0.0034
3565.00,0.0030
3564.00,0.0027
3563.00,0.0023
3562.00,0.0020
3561.00,0.0016
3560.00,0.0013
3559.00,0.0010
3558.00,0.0007
3557.00,0.0005
3556.00,0.0003
3555.00,0.0002
3554.00,0.0001
3553.00,-0.0001
3552.00,-0.0003
3551.00,-0.0005
3550.00,-0.0007
3549.00,-0.0008
3548.00,-0.0009
3547.00,-0.0010
3546.00,-0.0012
3545.00,-0.0013
3544.00,-0.0015
3543.00,-0.0016
3542.00,-0.0017
3541.00,-0.0018
3540.00,-0.0019
3539.00,-0.0020
3538.00,-0.0021
3537.00,-0.0022
3536.00,-0.0023
3535.00,-0.0024
3534.00,-0.0025
3533.00,-0.0025
3532.00,-0.0025
3531.00,-0.0025
3530.00,-0.0025
3529.00,-0.0024
3528.00,-0.0024
3527.00,-0.0025
3526.00,-0.0025
3525.00,-0.0025
3524.00,-0.0024
3523.00,-0.0025
3522.00,-0.0026
3521.00,-0.0026
3520.00,-0.0026
3519.00,-0.0026
3518.00,-0.0026
3517.00,-0.0026
3516.00,-0.0026
3515.00,-0.0026
3514.00,-0.0026
3513.00,-0.0026
3512.00,-0.0025
3511.00,-0.0025
3510.00,-0.0026
3509.00,-0.0026
3508.00,-0.0026
3507.00,-0.0026
3506.00,-0.0026
3505.00,-0.0026
3504.00,-0.0026
3503.00,-0.0026
3502.00,-0.0027
3501.00,-0.0028
3500.00,-0.0028
3499.00,-0.0028
3498.00,-0.0028
3497.00,-0.0028
3496.00,-0.0029
3495.00,-0.0029
3494.00,-0.0029
3493.00,-0.0029
3492.00,-0.0029
3491.00,-0.0029
3490.00,-0.0029
3489.00,-0.0029
3488.00,-0.0029
3487.00,-0.0029
3486.00,-0.0029
3485.00,-0.0029
3484.00,-0.0029
3483.00,-0.0029
3482.00,-0.0029
3481.00,-0.0029
3480.00,-0.0029
3479.00,-0.0030
3478.00,-0.0030
3477.00,-0.0029
3476.00,-0.0029
3475.00,-0.0029
3474.00,-0.0030
3473.00,-0.0030
3472.00,-0.0030
3471.00,-0.0030
3470.00,-0.0029
3469.00,-0.0029
3468.00,-0.0029
3467.00,-0.0030
3466.00,-0.0030
3465.00,-0.0030
3464.00,-0.0030
3463.00,-0.0030
3462.00,-0.0030
3461.00,-0.0030
3460.00,-0.0030
3459.00,-0.0030
3458.00,-0.0030
3457.00,-0.0030
3456.00,-0.0030
3455.00,-0.0030
3454.00,-0.0030
3453.00,-0.0030
3452.00,-0.0030
3451.00,-0.0030
3450.00,-0.0030
3449.00,-0.0030
3448.00,-0.0030
3447.00,-0.0030
3446.00,-0.0030
3445.00,-0.0030
3444.00,-0.0030
3443.00,-0.0030
3442.00,-0.0030
3441.00,-0.0030
3440.00,-0.0031
3439.00,-0.0031
3438.00,-0.0030
3437.00,-0.0031
3436.00,-0.0031
3435.00,-0.0030
3434.00,-0.0030
3433.00,-0.0030
3432.00,-0.0030
3431.00,-0.0030
3430.00,-0.0030
3429.00,-0.0031
3428.00,-0.0031
3427.00,-0.0031
3426.00,-0.0031
3425.00,-0.0031
3424.00,-0.0031
3423.00,-0.0030
3422.00,-0.0030
3421.00,-0.0030
3420.00,-0.0030
3419.00,-0.0031
3418.00,-0.0031
3417.00,-0.0031
3416.00,-0.0031
3415.00,-0.0031
3414.00,-0.0031
3413.00,-0.0030
3412.00,-0.0030
3411.00,-0.0030
3410.00,-0.0030
3409.00,-0.0030
3408.00,-0.0030
3407.00,-0.0030
3406.00,-0.0030
3405.00,-0.0030
3404.00,-0.0030
3403.00,-0.0030
3402.00,-0.0030
3401.00,-0.0030
3400.00,-0.0030
3399.00,-0.0030
3398.00,-0.0030
3397.00,-0.0030
3396.00,-0.0030
3395.00,-0.0030
3394.00,-0.0030
3393.00,-0.0030
3392.00,-0.0031
3391.00,-0.0031
3390.00,-0.0031
3389.00,-0.0031
3388.00,-0.0031
3387.00,-0.0031
3386.00,-0.0031
3385.00,-0.0031
3384.00,-0.0031
3383.00,-0.0031
3382.00,-0.0031
3381.00,-0.0031
3380.00,-0.0031
3379.00,-0.0031
3378.00,-0.0031
3377.00,-0.0031
3376.00,-0.0031
3375.00,-0.0031
3374.00,-0.0030
3373.00,-0.0030
3372.00,-0.0030
3371.00,-0.0030
3370.00,-0.0030
3369.00,-0.0030
3368.00,-0.0029
3367.00,-0.0029
3366.00,-0.0030
3365.00,-0.0030
3364.00,-0.0030
3363.00,-0.0030
3362.00,-0.0030
3361.00,-0.0030
3360.00,-0.0030
3359.00,-0.0031
3358.00,-0.0030
3357.00,-0.0030
3356.00,-0.0030
3355.00,-0.0030
3354.00,-0.0030
3353.00,-0.0030
3352.00,-0.0030
3351.00,-0.0030
3350.00,-0.0030
3349.00,-0.0030
3348.00,-0.0031
3347.00,-0.0032
3346.00,-0.0032
3345.00,-0.0031
3344.00,-0.0031
3343.00,-0.0031
3342.00,-0.0031
3341.00,-0.0031
3340.00,-0.0031
3339.00,-0.0031
3338.00,-0.0031
3337.00,-0.0031
3336.00,-0.0031
3335.00,-0.0031
3334.00,-0.0031
3333.00,-0.0031
3332.00,-0.0031
3331.00,-0.0031
3330.00,-0.0031
3329.00,-0.0031
3328.00,-0.0031
3327.00,-0.0031
3326.00,-0.0031
3325.00,-0.0032
3324.00,-0.0032
3323.00,-0.0031
3322.00,-0.0031
3321.00,-0.0031
3320.00,-0.0031
3319.00,-0.0031
3318.00,-0.0031
3317.00,-0.0030
3316.00,-0.0030
3315.00,-0.0030
3314.00,-0.0031
3313.00,-0.0031
3312.00,-0.0031
3311.00,-0.0031
3310.00,-0.0031
3309.00,-0.0030
3308.00,-0.0030
3307.00,-0.0030
3306.00,-0.0030
3305.00,-0.0031
3304.00,-0.0031
3303.00,-0.0032
3302.00,-0.0032
3301.00,-0.0031
3300.00,-0.0031
3299.00,-0.0031
3298.00,-0.0031
3297.00,-0.0030
3296.00,-0.0030
3295.00,-0.0031
3294.00,-0.0031
3293.00,-0.0031
3292.00,-0.0031
3291.00,-0.0031
3290.00,-0.0031
3289.00,-0.0032
3288.00,-0.0032
3287.00,-0.0032
3286.00,-0.0032
3285.00,-0.0032
3284.00,-0.0032
3283.00,-0.0032
3282.00,-0.0032
3281.00,-0.0031
3280.00,-0.0031
3279.00,-0.0031
3278.00,-0.0031
3277.00,-0.0030
3276.00,-0.0030
3275.00,-0.0030
3274.00,-0.0031
3273.00,-0.0031
3272.00,-0.0031
3271.00,-0.0032
3270.00,-0.0032
3269.00,-0.0032
3268.00,-0.0032
3267.00,-0.0032
3266.00,-0.0032
3265.00,-0.0032
3264.00,-0.0032
3263.00,-0.0032
3262.00,-0.0031
3261.00,-0.0031
3260.00,-0.0031
3259.00,-0.0031
3258.00,-0.0032
3257.00,-0.0032
3256.00,-0.0031
3255.00,-0.0031
3254.00,-0.0031
3253.00,-0.0031
3252.00,-0.0031
3251.00,-0.0031
3250.00,-0.0031
3249.00,-0.0031
3248.00,-0.0031
3247.00,-0.0031
3246.00,-0.0030
3245.00,-0.0030
3244.00,-0.0030
3243.00,-0.0031
3242.00,-0.0031
3241.00,-0.0031
3240.00,-0.0031
3239.00,-0.0031
3238.00,-0.0032
3237.00,-0.0032
3236.00,-0.0031
3235.00,-0.0031
3234.00,-0.0031
3233.00,-0.0031
3232.00,-0.0031
3231.00,-0.0031
3230.00,-0.0031
3229.00,-0.0031
3228.00,-0.0032
3227.00,-0.0032
3226.00,-0.0032
3225.00,-0.0032
3224.00,-0.0032
3223.00,-0.0031
3222.00,-0.0031
3221.00,-0.0031
3220.00,-0.0030
3219.00,-0.0030
3218.00,-0.0030
3217.00,-0.0030
3216.00,-0.0031
3215.00,-0.0031
3214.00,-0.0031
3213.00,-0.0031
3212.00,-0.0031
3211.00,-0.0031
3210.00,-0.0031
3209.00,-0.0031
3208.00,-0.0031
3207.00,-0.0032
3206.00,-0.0032
3205.00,-0.0032
3204.00,-0.0032
3203.00,-0.0032
3202.00,-0.0032
3201.00,-0.0032
3200.00,-0.0031
3199.00,-0.0031
3198.00,-0.0031
3197.00,-0.0031
3196.00,-0.0032
3195.00,-0.0032
3194.00,-0.0032
3193.00,-0.0031
3192.00,-0.0031
3191.00,-0.0031
3190.00,-0.0031
3189.00,-0.0032
3188.00,-0.0032
3187.00,-0.0032
3186.00,-0.0032
3185.00,-0.0032
3184.00,-0.0032
3183.00,-0.0032
3182.00,-0.0032
3181.00,-0.0032
3180.00,-0.0031
3179.00,-0.0031
3178.00,-0.0031
3177.00,-0.0032
3176.00,-0.0032
3175.00,-0.0032
3174.00,-0.0032
3173.00,-0.0033
3172.00,-0.0033
3171.00,-0.0033
3170.00,-0.0032
3169.00,-0.0032
3168.00,-0.0032
3167.00,-0.0032
3166.00,-0.0032
3165.00,-0.0032
3164.00,-0.0032
3163.00,-0.0032
3162.00,-0.0032
3161.00,-0.0032
3160.00,-0.0032
3159.00,-0.0032
3158.00,-0.0032
3157.00,-0.0032
3156.00,-0.0032
3155.00,-0.0032
3154.00,-0.0031
3153.00,-0.0031
3152.00,-0.0032
3151.00,-0.0032
3150.00,-0.0032
3149.00,-0.0032
3148.00,-0.0032
3147.00,-0.0032
3146.00,-0.0032
3145.00,-0.0032
3144.00,-0.0032
3143.00,-0.0032
3142.00,-0.0032
3141.00,-0.0032
3140.00,-0.0032
3139.00,-0.0032
3138.00,-0.0032
3137.00,-0.0032
3136.00,-0.0032
3135.00,-0.0032
3134.00,-0.0031
3133.00,-0.0031
3132.00,-0.0031
3131.00,-0.0032
3130.00,-0.0032
3129.00,-0.0031
3128.00,-0.0031
3127.00,-0.0032
3126.00,-0.0031
3125.00,-0.0031
3124.00,-0.0031
3123.00,-0.0031
3122.00,-0.0031
3121.00,-0.0031
3120.00,-0.0031
3119.00,-0.0031
3118.00,-0.0031
3117.00,-0.0030
3116.00,-0.0030
3115.00,-0.0031
3114.00,-0.0031
3113.00,-0.0031
3112.00,-0.0031
3111.00,-0.0031
3110.00,-0.0031
3109.00,-0.0031
3108.00,-0.0031
3107.00,-0.0032
3106.00,-0.0032
3105.00,-0.0032
3104.00,-0.0032
3103.00,-0.0031
3102.00,-0.0031
3101.00,-0.0031
3100.00,-0.0031
3099.00,-0.0031
3098.00,-0.0031
3097.00,-0.0031
3096.00,-0.0031
3095.00,-0.0031
3094.00,-0.0031
3093.00,-0.0031
3092.00,-0.0032
3091.00,-0.0032
3090.00,-0.0032
3089.00,-0.0032
3088.00,-0.0032
3087.00,-0.0032
3086.00,-0.0032
3085.00,-0.0032
3084.00,-0.0032
3083.00,-0.0032
3082.00,-0.0031
3081.00,-0.0031
3080.00,-0.0031
3079.00,-0.0031
3078.00,-0.0031
3077.00,-0.0031
3076.00,-0.0031
3075.00,-0.0032
3074.00,-0.0032
3073.00,-0.0032
3072.00,-0.0032
3071.00,-0.0032
3070.00,-0.0031
3069.00,-0.0031
3068.00,-0.0031
3067.00,-0.0031
3066.00,-0.0031
3065.00,-0.0031
3064.00,-0.0032
3063.00,-0.0032
3062.00,-0.0032
3061.00,-0.0032
3060.00,-0.0032
3059.00,-0.0032
3058.00,-0.0032
3057.00,-0.0032
3056.00,-0.0032
3055.00,-0.0032
3054.00,-0.0032
3053.00,-0.0032
3052.00,-0.0032
3051.00,-0.0032
3050.00,-0.0032
3049.00,-0.0032
3048.00,-0.0032
3047.00,-0.0032
3046.00,-0.0032
3045.00,-0.0033
3044.00,-0.0033
3043.00,-0.0033
3042.00,-0.0032
3041.00,-0.0032
3040.00,-0.0032
3039.00,-0.0032
3038.00,-0.0032
3037.00,-0.0031
3036.00,-0.0031
3035.00,-0.0032
3034.00,-0.0032
3033.00,-0.0031
3032.00,-0.0031
3031.00,-0.0031
3030.00,-0.0031
3029.00,-0.0032
3028.00,-0.0032
3027.00,-0.0032
3026.00,-0.0032
3025.00,-0.0032
3024.00,-0.0032
3023.00,-0.0032
3022.00,-0.0032
3021.00,-0.0031
3020.00,-0.0031
3019.00,-0.0031
3018.00,-0.0031
3017.00,-0.0030
3016.00,-0.0030
3015.00,-0.0030
3014.00,-0.0030
3013.00,-0.0030
3012.00,-0.0031
3011.00,-0.0031
3010.00,-0.0031
3009.00,-0.0032
3008.00,-0.0032
3007.00,-0.0032
3006.00,-0.0032
3005.00,-0.0032
3004.00,-0.0032
3003.00,-0.0032
3002.00,-0.0032
3001.00,-0.0032
3000.00,-0.0032
2999.00,-0.0032
2998.00,-0.0032
2997.00,-0.0032
2996.00,-0.0032
2995.00,-0.0032
2994.00,-0.0032
2993.00,-0.0032
2992.00,-0.0032
2991.00,-0.0032
2990.00,-0.0032
2989.00,-0.0032
2988.00,-0.0032
2987.00,-0.0032
2986.00,-0.0032
2985.00,-0.0032
2984.00,-0.0032
2983.00,-0.0032
2982.00,-0.0032
2981.00,-0.0032
2980.00,-0.0032
2979.00,-0.0032
2978.00,-0.0032
2977.00,-0.0032
2976.00,-0.0032
2975.00,-0.0032
2974.00,-0.0032
2973.00,-0.0032
2972.00,-0.0032
2971.00,-0.0032
2970.00,-0.0032
2969.00,-0.0032
2968.00,-0.0032
2967.00,-0.0033
2966.00,-0.0033
2965.00,-0.0033
2964.00,-0.0033
2963.00,-0.0032
2962.00,-0.0032
2961.00,-0.0032
2960.00,-0.0032
2959.00,-0.0032
2958.00,-0.0032
2957.00,-0.0032
2956.00,-0.0032
2955.00,-0.0032
2954.00,-0.0032
2953.00,-0.0032
2952.00,-0.0032
2951.00,-0.0032
2950.00,-0.0032
2949.00,-0.0032
2948.00,-0.0032
2947.00,-0.0031
2946.00,-0.0031
2945.00,-0.0032
2944.00,-0.0032
2943.00,-0.0032
2942.00,-0.0032
2941.00,-0.0032
2940.00,-0.0032
2939.00,-0.0032
2938.00,-0.0032
2937.00,-0.0032
2936.00,-0.0032
2935.00,-0.0032
2934.00,-0.0032
2933.00,-0.0032
2932.00,-0.0032
2931.00,-0.0032
2930.00,-0.0032
2929.00,-0.0032
2928.00,-0.0033
2927.00,-0.0033
2926.00,-0.0033
2925.00,-0.0033
2924.00,-0.0032
2923.00,-0.0033
2922.00,-0.0033
2921.00,-0.0033
2920.00,-0.0033
2919.00,-0.0034
2918.00,-0.0034
2917.00,-0.0034
2916.00,-0.0034
2915.00,-0.0033
2914.00,-0.0033
2913.00,-0.0033
2912.00,-0.0033
2911.00,-0.0033
2910.00,-0.0033
2909.00,-0.0033
2908.00,-0.0032
2907.00,-0.0032
2906.00,-0.0032
2905.00,-0.0032
2904.00,-0.0032
2903.00,-0.0033
2902.00,-0.0033
2901.00,-0.0033
2900.00,-0.0033
2899.00,-0.0033
2898.00,-0.0032
2897.00,-0.0032
2896.00,-0.0032
2895.00,-0.0032
2894.00,-0.0033
2893.00,-0.0033
2892.00,-0.0033
2891.00,-0.0032
2890.00,-0.0032
2889.00,-0.0032
2888.00,-0.0032
2887.00,-0.0032
2886.00,-0.0032
2885.00,-0.0032
2884.00,-0.0033
2883.00,-0.0033
2882.00,-0.0033
2881.00,-0.0032
2880.00,-0.0032
2879.00,-0.0032
2878.00,-0.0032
2877.00,-0.0032
2876.00,-0.0033
2875.00,-0.0033
2874.00,-0.0033
2873.00,-0.0033
2872.00,-0.0033
2871.00,-0.0033
2870.00,-0.0033
2869.00,-0.0033
2868.00,-0.0033
2867.00,-0.0032
2866.00,-0.0032
2865.00,-0.0032
2864.00,-0.0032
2863.00,-0.0033
2862.00,-0.0033
2861.00,-0.0033
2860.00,-0.0033
2859.00,-0.0033
2858.00,-0.0033
2857.00,-0.0032
2856.00,-0.0032
2855.00,-0.0032
2854.00,-0.0032
2853.00,-0.0032
2852.00,-0.0032
2851.00,-0.0033
2850.00,-0.0034
2849.00,-0.0034
2848.00,-0.0034
2847.00,-0.0034
2846.00,-0.0033
2845.00,-0.0033
2844.00,-0.0033
2843.00,-0.0033
2842.00,-0.0033
2841.00,-0.0033
2840.00,-0.0033
2839.00,-0.0033
2838.00,-0.0033
2837.00,-0.0033
2836.00,-0.0033
2835.00,-0.0033
2834.00,-0.0033
2833.00,-0.0033
2832.00,-0.0033
2831.00,-0.0033
2830.00,-0.0033
2829.00,-0.0033
2828.00,-0.0033
2827.00,-0.0033
2826.00,-0.0032
2825.00,-0.0032
2824.00,-0.0033
2823.00,-0.0033
2822.00,-0.0033
2821.00,-0.0033
2820.00,-0.0032
2819.00,-0.0032
2818.00,-0.0032
2817.00,-0.0032
2816.00,-0.0033
2815.00,-0.0033
2814.00,-0.0032
2813.00,-0.0032
2812.00,-0.0032
2811.00,-0.0032
2810.00,-0.0032
2809.00,-0.0033
2808.00,-0.0033
2807.00,-0.0033
2806.00,-0.0033
2805.00,-0.0033
2804.00,-0.0033
2803.00,-0.0033
2802.00,-0.0033
2801.00,-0.0033
2800.00,-0.0033
2799.00,-0.0033
2798.00,-0.0033
2797.00,-0.0033
2796.00,-0.0033
2795.00,-0.0033
2794.00,-0.0033
2793.00,-0.0033
2792.00,-0.0033
2791.00,-0.0033
2790.00,-0.0032
2789.00,-0.0032
2788.00,-0.0032
2787.00,-0.0033
2786.00,-0.0033
2785.00,-0.0033
2784.00,-0.0033
2783.00,-0.0033
2782.00,-0.0033
2781.00,-0.0033
2780.00,-0.0033
2779.00,-0.0033
2778.00,-0.0033
2777.00,-0.0033
2776.00,-0.0033
2775.00,-0.0033
2774.00,-0.0033
2773.00,-0.0032
2772.00,-0.0032
2771.00,-0.0032
2770.00,-0.0033
2769.00,-0.0033
2768.00,-0.0033
2767.00,-0.0032
2766.00,-0.0032
2765.00,-0.0032
2764.00,-0.0032
2763.00,-0.0033
2762.00,-0.0033
2761.00,-0.0033
2760.00,-0.0033
2759.00,-0.0033
2758.00,-0.0033
2757.00,-0.0032
2756.00,-0.0033
2755.00,-0.0033
2754.00,-0.0033
2753.00,-0.0033
2752.00,-0.0033
2751.00,-0.0033
2750.00,-0.0033
2749.00,-0.0033
2748.00,-0.0033
2747.00,-0.0033
2746.00,-0.0033
2745.00,-0.0032
2744.00,-0.0032
2743.00,-0.0033
2742.00,-0.0033
2741.00,-0.0033
2740.00,-0.0033
2739.00,-0.0033
2738.00,-0.0033
2737.00,-0.0033
2736.00,-0.0032
2735.00,-0.0032
2734.00,-0.0032
2733.00,-0.0032
2732.00,-0.0032
2731.00,-0.0033
2730.00,-0.0033
2729.00,-0.0033
2728.00,-0.0033
2727.00,-0.0033
2726.00,-0.0033
2725.00,-0.0033
2724.00,-0.0032
2723.00,-0.0032
2722.00,-0.0033
2721.00,-0.0033
2720.00,-0.0033
