Created as New Dataset,Sample 002 By Administrator Date Tuesday, October 21 2025
cm-1,%T
3582.00,83.60
3581.00,83.59
3580.00,83.58
3579.00,83.56
3578.00,83.56
3577.00,83.58
3576.00,83.59
3575.00,83.59
3574.00,83.59
3573.00,83.60
3572.00,83.62
3571.00,83.63
3570.00,83.65
3569.00,83.67
3568.00,83.68
3567.00,83.68
3566.00,83.65
3565.00,83.63
3564.00,83.60
3563.00,83.59
3562.00,83.57
3561.00,83.57
3560.00,83.56
3559.00,83.55
3558.00,83.54
3557.00,83.55
3556.00,83.55
3555.00,83.55
3554.00,83.54
3553.00,83.55
3552.00,83.56
3551.00,83.58
3550.00,83.58
3549.00,83.59
3548.00,83.59
3547.00,83.59
3546.00,83.58
3545.00,83.58
3544.00,83.57
3543.00,83.57
3542.00,83.56
3541.00,83.56
3540.00,83.55
3539.00,83.54
3538.00,83.53
3537.00,83.54
3536.00,83.54
3535.00,83.54
3534.00,83.54
3533.00,83.54
3532.00,83.55
3531.00,83.55
3530.00,83.55
3529.00,83.56
3528.00,83.58
3527.00,83.59
3526.00,83.59
3525.00,83.58
3524.00,83.56
3523.00,83.55
3522.00,83.55
3521.00,83.55
3520.00,83.55
3519.00,83.54
3518.00,83.54
3517.00,83.54
3516.00,83.54
3515.00,83.54
3514.00,83.54
3513.00,83.54
3512.00,83.54
3511.00,83.54
3510.00,83.54
3509.00,83.55
3508.00,83.56
3507.00,83.56
3506.00,83.55
3505.00,83.55
3504.00,83.55
3503.00,83.55
3502.00,83.55
3501.00,83.55
3500.00,83.54
3499.00,83.53
3498.00,83.53
3497.00,83.53
3496.00,83.53
3495.00,83.53
3494.00,83.52
3493.00,83.52
3492.00,83.53
3491.00,83.53
3490.00,83.53
3489.00,83.53
3488.00,83.53
3487.00,83.52
3486.00,83.52
3485.00,83.52
3484.00,83.52
3483.00,83.52
3482.00,83.53
3481.00,83.54
3480.00,83.54
3479.00,83.53
3478.00,83.52
3477.00,83.52
3476.00,83.52
3475.00,83.51
3474.00,83.51
3473.00,83.52
3472.00,83.52
3471.00,83.52
3470.00,83.52
3469.00,83.52
3468.00,83.53
3467.00,83.53
3466.00,83.53
3465.00,83.52
3464.00,83.52
3463.00,83.51
3462.00,83.51
3461.00,83.52
3460.00,83.52
3459.00,83.51
3458.00,83.50
3457.00,83.51
3456.00,83.51
3455.00,83.52
3454.00,83.52
3453.00,83.52
3452.00,83.52
3451.00,83.52
3450.00,83.51
3449.00,83.51
3448.00,83.51
3447.00,83.51
3446.00,83.52
3445.00,83.52
3444.00,83.51
3443.00,83.51
3442.00,83.51
3441.00,83.51
3440.00,83.51
3439.00,83.51
3438.00,83.50
3437.00,83.50
3436.00,83.51
3435.00,83.51
3434.00,83.51
3433.00,83.51
3432.00,83.51
3431.00,83.51
3430.00,83.51
3429.00,83.51
3428.00,83.51
3427.00,83.51
3426.00,83.51
3425.00,83.51
3424.00,83.51
3423.00,83.51
3422.00,83.50
3421.00,83.50
3420.00,83.50
3419.00,83.50
3418.00,83.49
3417.00,83.49
3416.00,83.49
3415.00,83.50
3414.00,83.50
3413.00,83.50
3412.00,83.51
3411.00,83.51
3410.00,83.51
3409.00,83.52
3408.00,83.52
3407.00,83.51
3406.00,83.51
3405.00,83.51
3404.00,83.51
3403.00,83.51
3402.00,83.51
3401.00,83.52
3400.00,83.52
3399.00,83.52
3398.00,83.52
3397.00,83.52
3396.00,83.52
3395.00,83.52
3394.00,83.52
3393.00,83.52
3392.00,83.52
3391.00,83.52
3390.00,83.52
3389.00,83.52
3388.00,83.52
3387.00,83.51
3386.00,83.51
3385.00,83.52
3384.00,83.52
3383.00,83.51
3382.00,83.51
3381.00,83.51
3380.00,83.51
3379.00,83.51
3378.00,83.52
3377.00,83.52
3376.00,83.52
3375.00,83.51
3374.00,83.51
3373.00,83.52
3372.00,83.52
3371.00,83.53
3370.00,83.53
3369.00,83.54
3368.00,83.54
3367.00,83.53
3366.00,83.53
3365.00,83.53
3364.00,83.54
3363.00,83.54
3362.00,83.53
3361.00,83.53
3360.00,83.53
3359.00,83.53
3358.00,83.52
3357.00,83.52
3356.00,83.53
3355.00,83.53
3354.00,83.53
3353.00,83.54
3352.00,83.55
3351.00,83.55
3350.00,83.55
3349.00,83.55
3348.00,83.54
3347.00,83.54
3346.00,83.54
3345.00,83.54
3344.00,83.54
3343.00,83.54
3342.00,83.55
3341.00,83.55
3340.00,83.55
3339.00,83.54
3338.00,83.53
3337.00,83.54
3336.00,83.54
3335.00,83.54
3334.00,83.54
3333.00,83.55
3332.00,83.55
3331.00,83.55
3330.00,83.55
3329.00,83.55
3328.00,83.55
3327.00,83.55
3326.00,83.56
3325.00,83.56
3324.00,83.56
3323.00,83.56
3322.00,83.56
3321.00,83.55
3320.00,83.56
3319.00,83.56
3318.00,83.56
3317.00,83.56
3316.00,83.56
3315.00,83.56
3314.00,83.56
3313.00,83.57
3312.00,83.57
3311.00,83.57
3310.00,83.58
3309.00,83.58
3308.00,83.58
3307.00,83.58
3306.00,83.58
3305.00,83.58
3304.00,83.58
3303.00,83.58
3302.00,83.58
3301.00,83.58
3300.00,83.58
3299.00,83.58
3298.00,83.58
3297.00,83.59
3296.00,83.59
3295.00,83.59
3294.00,83.59
3293.00,83.59
3292.00,83.59
3291.00,83.59
3290.00,83.59
3289.00,83.58
3288.00,83.58
3287.00,83.58
3286.00,83.59
3285.00,83.59
3284.00,83.59
3283.00,83.59
3282.00,83.59
3281.00,83.60
3280.00,83.60
3279.00,83.60
3278.00,83.61
3277.00,83.61
3276.00,83.62
3275.00,83.61
3274.00,83.61
3273.00,83.61
3272.00,83.61
3271.00,83.61
3270.00,83.62
3269.00,83.62
3268.00,83.61
3267.00,83.61
3266.00,83.61
3265.00,83.61
3264.00,83.61
3263.00,83.62
3262.00,83.62
3261.00,83.62
3260.00,83.62
3259.00,83.62
3258.00,83.62
3257.00,83.62
3256.00,83.62
3255.00,83.62
3254.00,83.63
3253.00,83.63
3252.00,83.63
3251.00,83.63
3250.00,83.63
3249.00,83.63
3248.00,83.64
3247.00,83.64
3246.00,83.64
3245.00,83.64
3244.00,83.64
3243.00,83.64
3242.00,83.64
3241.00,83.65
3240.00,83.65
3239.00,83.64
3238.00,83.65
3237.00,83.65
3236.00,83.65
3235.00,83.65
3234.00,83.65
3233.00,83.65
3232.00,83.65
3231.00,83.64
3230.00,83.64
3229.00,83.65
3228.00,83.65
3227.00,83.65
3226.00,83.65
3225.00,83.66
3224.00,83.66
3223.00,83.66
3222.00,83.66
3221.00,83.66
3220.00,83.67
3219.00,83.67
3218.00,83.67
3217.00,83.67
3216.00,83.67
3215.00,83.67
3214.00,83.68
3213.00,83.68
3212.00,83.68
3211.00,83.68
3210.00,83.68
3209.00,83.68
3208.00,83.68
3207.00,83.68
3206.00,83.68
3205.00,83.68
3204.00,83.68
3203.00,83.68
3202.00,83.68
3201.00,83.69
3200.00,83.69
3199.00,83.70
3198.00,83.70
3197.00,83.70
3196.00,83.70
3195.00,83.69
3194.00,83.69
3193.00,83.69
3192.00,83.69
3191.00,83.69
3190.00,83.69
3189.00,83.69
3188.00,83.69
3187.00,83.69
3186.00,83.70
3185.00,83.71
3184.00,83.71
3183.00,83.71
3182.00,83.71
3181.00,83.71
3180.00,83.71
3179.00,83.71
3178.00,83.71
3177.00,83.72
3176.00,83.72
3175.00,83.72
3174.00,83.72
3173.00,83.72
3172.00,83.73
3171.00,83.73
3170.00,83.73
3169.00,83.74
3168.00,83.74
3167.00,83.74
3166.00,83.74
3165.00,83.74
3164.00,83.73
3163.00,83.73
3162.00,83.73
3161.00,83.73
3160.00,83.73
3159.00,83.73
3158.00,83.74
3157.00,83.74
3156.00,83.74
3155.00,83.75
3154.00,83.75
3153.00,83.76
3152.00,83.76
3151.00,83.76
3150.00,83.75
3149.00,83.75
3148.00,83.75
3147.00,83.76
3146.00,83.76
3145.00,83.76
3144.00,83.76
3143.00,83.76
3142.00,83.76
3141.00,83.77
3140.00,83.77
3139.00,83.77
3138.00,83.77
3137.00,83.77
3136.00,83.77
3135.00,83.77
3134.00,83.77
3133.00,83.77
3132.00,83.77
3131.00,83.77
3130.00,83.77
3129.00,83.77
3128.00,83.78
3127.00,83.78
3126.00,83.78
3125.00,83.79
3124.00,83.79
3123.00,83.79
3122.00,83.80
3121.00,83.80
3120.00,83.80
3119.00,83.80
3118.00,83.80
3117.00,83.80
3116.00,83.80
3115.00,83.80
3114.00,83.80
3113.00,83.80
3112.00,83.80
3111.00,83.80
3110.00,83.80
3109.00,83.81
3108.00,83.81
3107.00,83.81
3106.00,83.82
3105.00,83.82
3104.00,83.82
3103.00,83.81
3102.00,83.82
3101.00,83.82
3100.00,83.82
3099.00,83.83
3098.00,83.83
3097.00,83.83
3096.00,83.83
3095.00,83.83
3094.00,83.82
3093.00,83.82
3092.00,83.81
3091.00,83.81
3090.00,83.81
3089.00,83.82
3088.00,83.82
3087.00,83.83
3086.00,83.83
3085.00,83.83
3084.00,83.84
3083.00,83.84
3082.00,83.84
3081.00,83.84
3080.00,83.84
3079.00,83.84
3078.00,83.84
3077.00,83.84
3076.00,83.84
3075.00,83.83
3074.00,83.83
3073.00,83.83
3072.00,83.84
3071.00,83.84
3070.00,83.84
3069.00,83.85
3068.00,83.86
3067.00,83.86
3066.00,83.85
3065.00,83.85
3064.00,83.85
3063.00,83.85
3062.00,83.85
3061.00,83.85
3060.00,83.86
3059.00,83.86
3058.00,83.86
3057.00,83.86
3056.00,83.85
3055.00,83.85
3054.00,83.85
3053.00,83.86
3052.00,83.86
3051.00,83.85
3050.00,83.86
3049.00,83.86
3048.00,83.86
3047.00,83.86
3046.00,83.86
3045.00,83.86
3044.00,83.86
3043.00,83.86
3042.00,83.85
3041.00,83.86
3040.00,83.86
3039.00,83.86
3038.00,83.86
3037.00,83.87
3036.00,83.87
3035.00,83.87
3034.00,83.87
3033.00,83.87
3032.00,83.87
3031.00,83.87
3030.00,83.87
3029.00,83.87
3028.00,83.87
3027.00,83.87
3026.00,83.87
3025.00,83.87
3024.00,83.87
3023.00,83.87
3022.00,83.87
3021.00,83.88
3020.00,83.89
3019.00,83.90
3018.00,83.90
3017.00,83.91
3016.00,83.90
3015.00,83.90
3014.00,83.89
3013.00,83.89
3012.00,83.89
3011.00,83.88
3010.00,83.88
3009.00,83.89
3008.00,83.88
3007.00,83.88
3006.00,83.88
3005.00,83.87
3004.00,83.87
3003.00,83.87
3002.00,83.87
3001.00,83.87
3000.00,83.87
2999.00,83.87
2998.00,83.88
2997.00,83.88
2996.00,83.88
2995.00,83.88
2994.00,83.87
2993.00,83.87
2992.00,83.87
2991.00,83.87
2990.00,83.87
2989.00,83.87
2988.00,83.87
2987.00,83.86
2986.00,83.86
2985.00,83.86
2984.00,83.86
2983.00,83.86
2982.00,83.85
2981.00,83.84
2980.00,83.84
2979.00,83.83
2978.00,83.82
2977.00,83.81
2976.00,83.80
2975.00,83.79
2974.00,83.78
2973.00,83.76
2972.00,83.75
2971.00,83.73
2970.00,83.70
2969.00,83.68
2968.00,83.66
2967.00,83.64
2966.00,83.62
2965.00,83.60
2964.00,83.58
2963.00,83.56
2962.00,83.55
2961.00,83.54
2960.00,83.53
2959.00,83.53
2958.00,83.54
2957.00,83.54
2956.00,83.55
2955.00,83.56
2954.00,83.57
2953.00,83.59
2952.00,83.60
2951.00,83.61
2950.00,83.62
2949.00,83.63
2948.00,83.63
2947.00,83.62
2946.00,83.61
2945.00,83.60
2944.00,83.59
2943.00,83.57
2942.00,83.55
2941.00,83.53
2940.00,83.51
2939.00,83.48
2938.00,83.45
2937.00,83.42
2936.00,83.38
2935.00,83.34
2934.00,83.29
2933.00,83.25
2932.00,83.20
2931.00,83.14
2930.00,83.08
2929.00,83.01
2928.00,82.93
2927.00,82.84
2926.00,82.75
2925.00,82.66
2924.00,82.56
2923.00,82.46
2922.00,82.35
2921.00,82.25
2920.00,82.17
2919.00,82.11
2918.00,82.10
2917.00,82.14
2916.00,82.24
2915.00,82.39
2914.00,82.58
2913.00,82.76
2912.00,82.91
2911.00,83.04
2910.00,83.14
2909.00,83.21
2908.00,83.27
2907.00,83.31
2906.00,83.35
2905.00,83.39
2904.00,83.42
2903.00,83.44
2902.00,83.46
2901.00,83.49
2900.00,83.51
2899.00,83.52
2898.00,83.54
2897.00,83.56
2896.00,83.57
2895.00,83.58
2894.00,83.60
2893.00,83.61
2892.00,83.62
2891.00,83.64
2890.00,83.65
2889.00,83.67
2888.00,83.68
2887.00,83.69
2886.00,83.71
2885.00,83.72
2884.00,83.72
2883.00,83.73
2882.00,83.74
2881.00,83.74
2880.00,83.75
2879.00,83.75
2878.00,83.76
2877.00,83.76
2876.00,83.76
2875.00,83.75
2874.00,83.75
2873.00,83.75
2872.00,83.75
2871.00,83.75
2870.00,83.75
2869.00,83.74
2868.00,83.73
2867.00,83.72
2866.00,83.71
2865.00,83.69
2864.00,83.67
2863.00,83.65
2862.00,83.62
2861.00,83.59
2860.00,83.55
2859.00,83.50
2858.00,83.45
2857.00,83.39
2856.00,83.32
2855.00,83.23
2854.00,83.12
2853.00,83.01
2852.00,82.89
2851.00,82.81
2850.00,82.79
2849.00,82.85
2848.00,82.98
2847.00,83.14
2846.00,83.31
2845.00,83.46
2844.00,83.57
2843.00,83.65
2842.00,83.72
2841.00,83.76
2840.00,83.80
2839.00,83.83
2838.00,83.86
2837.00,83.88
2836.00,83.89
2835.00,83.90
2834.00,83.92
2833.00,83.93
2832.00,83.93
2831.00,83.94
2830.00,83.95
2829.00,83.95
2828.00,83.96
2827.00,83.96
2826.00,83.96
2825.00,83.97
2824.00,83.98
2823.00,83.98
2822.00,83.98
2821.00,83.99
2820.00,83.99
2819.00,83.99
2818.00,83.99
2817.00,83.99
2816.00,84.00
2815.00,84.00
2814.00,84.00
2813.00,84.01
2812.00,84.01
2811.00,84.01
2810.00,84.02
2809.00,84.02
2808.00,84.02
2807.00,84.02
2806.00,84.02
2805.00,84.03
2804.00,84.03
2803.00,84.03
2802.00,84.04
2801.00,84.04
2800.00,84.03
2799.00,84.03
2798.00,84.04
2797.00,84.04
2796.00,84.04
2795.00,84.04
2794.00,84.04
2793.00,84.04
2792.00,84.05
2791.00,84.05
2790.00,84.05
2789.00,84.05
2788.00,84.05
2787.00,84.05
2786.00,84.05
2785.00,84.05
2784.00,84.06
2783.00,84.06
2782.00,84.06
2781.00,84.07
2780.00,84.07
2779.00,84.07
2778.00,84.07
2777.00,84.07
2776.00,84.07
2775.00,84.07
2774.00,84.07
2773.00,84.07
2772.00,84.07
2771.00,84.07
2770.00,84.07
2769.00,84.07
2768.00,84.07
2767.00,84.07
2766.00,84.08
2765.00,84.08
2764.00,84.08
2763.00,84.08
2762.00,84.08
2761.00,84.08
2760.00,84.08
2759.00,84.09
2758.00,84.09
2757.00,84.09
2756.00,84.08
2755.00,84.08
2754.00,84.09
2753.00,84.09
2752.00,84.09
2751.00,84.10
2750.00,84.10
2749.00,84.10
2748.00,84.10
2747.00,84.10
2746.00,84.10
2745.00,84.10
2744.00,84.10
2743.00,84.10
2742.00,84.11
2741.00,84.11
2740.00,84.11
2739.00,84.11
2738.00,84.11
2737.00,84.11
2736.00,84.11
2735.00,84.11
2734.00,84.11
2733.00,84.11
2732.00,84.11
2731.00,84.11
2730.00,84.11
2729.00,84.11
2728.00,84.11
2727.00,84.11
2726.00,84.11
2725.00,84.11
2724.00,84.11
2723.00,84.11
2722.00,84.12
2721.00,84.12
2720.00,84.12
2719.00,84.12
2718.00,84.12
2717.00,84.12
2716.00,84.12
2715.00,84.12
2714.00,84.13
2713.00,84.13
2712.00,84.13
2711.00,84.13
2710.00,84.13
2709.00,84.13
2708.00,84.13
2707.00,84.13
2706.00,84.13
2705.00,84.13
2704.00,84.13
2703.00,84.13
2702.00,84.13
2701.00,84.13
2700.00,84.13
2699.00,84.13
2698.00,84.13
2697.00,84.14
2696.00,84.14
2695.00,84.14
2694.00,84.14
2693.00,84.14
2692.00,84.14
2691.00,84.14
2690.00,84.14
2689.00,84.15
2688.00,84.15
2687.00,84.15
2686.00,84.15
2685.00,84.15
2684.00,84.15
2683.00,84.15
2682.00,84.15
2681.00,84.16
2680.00,84.16
2679.00,84.16
2678.00,84.16
2677.00,84.16
2676.00,84.16
2675.00,84.15
2674.00,84.15
2673.00,84.16
2672.00,84.15
2671.00,84.15
2670.00,84.16
2669.00,84.16
2668.00,84.16
2667.00,84.16
2666.00,84.16
2665.00,84.16
2664.00,84.16
2663.00,84.16
2662.00,84.17
2661.00,84.17
2660.00,84.17
2659.00,84.16
2658.00,84.16
2657.00,84.16
2656.00,84.16
2655.00,84.16
2654.00,84.17
2653.00,84.17
2652.00,84.17
2651.00,84.17
2650.00,84.18
2649.00,84.18
2648.00,84.18
2647.00,84.18
2646.00,84.18
2645.00,84.18
2644.00,84.18
2643.00,84.18
2642.00,84.18
2641.00,84.18
2640.00,84.18
2639.00,84.19
2638.00,84.19
2637.00,84.20
2636.00,84.20
2635.00,84.20
2634.00,84.20
2633.00,84.20
2632.00,84.19
2631.00,84.19
2630.00,84.19
2629.00,84.20
2628.00,84.20
2627.00,84.20
2626.00,84.20
2625.00,84.20
2624.00,84.20
2623.00,84.20
2622.00,84.20
2621.00,84.20
2620.00,84.21
2619.00,84.21
2618.00,84.21
2617.00,84.21
2616.00,84.21
2615.00,84.21
2614.00,84.21
2613.00,84.21
2612.00,84.21
2611.00,84.21
2610.00,84.21
2609.00,84.22
2608.00,84.22
2607.00,84.22
2606.00,84.22
2605.00,84.22
2604.00,84.22
2603.00,84.22
2602.00,84.22
2601.00,84.22
2600.00,84.22
2599.00,84.22
2598.00,84.23
2597.00,84.23
2596.00,84.23
2595.00,84.23
2594.00,84.23
2593.00,84.23
2592.00,84.23
2591.00,84.22
2590.00,84.23
2589.00,84.23
2588.00,84.23
2587.00,84.23
2586.00,84.23
2585.00,84.23
2584.00,84.23
2583.00,84.23
2582.00,84.23
2581.00,84.24
2580.00,84.24
2579.00,84.24
2578.00,84.24
2577.00,84.24
2576.00,84.24
2575.00,84.24
2574.00,84.24
2573.00,84.25
2572.00,84.25
2571.00,84.25
2570.00,84.25
2569.00,84.25
2568.00,84.25
2567.00,84.25
2566.00,84.25
2565.00,84.25
2564.00,84.25
2563.00,84.25
2562.00,84.26
2561.00,84.26
2560.00,84.26
2559.00,84.26
2558.00,84.26
2557.00,84.26
2556.00,84.26
2555.00,84.26
2554.00,84.26
2553.00,84.26
2552.00,84.26
2551.00,84.26
2550.00,84.27
2549.00,84.27
2548.00,84.27
2547.00,84.27
2546.00,84.27
2545.00,84.27
2544.00,84.27
2543.00,84.27
2542.00,84.28
2541.00,84.28
2540.00,84.28
2539.00,84.28
2538.00,84.28
2537.00,84.28
2536.00,84.28
2535.00,84.28
2534.00,84.28
2533.00,84.28
2532.00,84.27
2531.00,84.27
2530.00,84.27
2529.00,84.27
2528.00,84.27
2527.00,84.27
2526.00,84.28
2525.00,84.28
2524.00,84.28
2523.00,84.29
2522.00,84.29
2521.00,84.28
2520.00,84.28
2519.00,84.28
2518.00,84.29
2517.00,84.29
2516.00,84.30
2515.00,84.29
2514.00,84.29
2513.00,84.29
2512.00,84.29
2511.00,84.30
2510.00,84.30
2509.00,84.30
2508.00,84.30
2507.00,84.30
2506.00,84.30
2505.00,84.30
2504.00,84.29
2503.00,84.30
2502.00,84.30
2501.00,84.30
2500.00,84.31
2499.00,84.30
2498.00,84.30
2497.00,84.30
2496.00,84.30
2495.00,84.30
2494.00,84.31
2493.00,84.31
2492.00,84.31
2491.00,84.31
2490.00,84.31
2489.00,84.31
2488.00,84.31
2487.00,84.32
2486.00,84.32
2485.00,84.32
2484.00,84.32
2483.00,84.32
2482.00,84.32
2481.00,84.33
2480.00,84.33
2479.00,84.33
2478.00,84.33
2477.00,84.33
2476.00,84.33
2475.00,84.33
2474.00,84.33
2473.00,84.33
2472.00,84.33
2471.00,84.33
2470.00,84.33
2469.00,84.33
2468.00,84.33
2467.00,84.33
2466.00,84.33
2465.00,84.33
2464.00,84.33
2463.00,84.34
2462.00,84.34
2461.00,84.35
2460.00,84.34
2459.00,84.34
2458.00,84.34
2457.00,84.34
2456.00,84.34
2455.00,84.34
