Created as New Dataset,Sample 001 By Administrator Date Tuesday, October 14 2025
cm-1,A
3365.00,0.0001
3364.00,0.0001
3363.00,0.0001
3362.00,0.0001
3361.00,0.0001
3360.00,0.0001
3359.00,0.0001
3358.00,0.0001
3357.00,0.0001
3356.00,0.0001
3355.00,0.0001
3354.00,0.0001
3353.00,0.0000
3352.00,0.0001
3351.00,0.0001
3350.00,0.0001
3349.00,0.0001
3348.00,0.0001
3347.00,0.0000
3346.00,0.0000
3345.00,0.0000
3344.00,0.0000
3343.00,0.0001
3342.00,0.0001
3341.00,0.0001
3340.00,0.0001
3339.00,0.0001
3338.00,0.0001
3337.00,0.0001
3336.00,0.0000
3335.00,0.0000
3334.00,0.0000
3333.00,0.0000
3332.00,0.0001
3331.00,0.0001
3330.00,0.0001
3329.00,0.0001
3328.00,0.0001
3327.00,0.0001
3326.00,0.0000
3325.00,0.0000
3324.00,0.0000
3323.00,0.0000
3322.00,0.0000
3321.00,0.0000
3320.00,0.0000
3319.00,0.0000
3318.00,0.0000
3317.00,0.0001
3316.00,0.0001
3315.00,0.0001
3314.00,0.0001
3313.00,0.0001
3312.00,0.0001
3311.00,0.0000
3310.00,0.0001
3309.00,0.0001
3308.00,0.0001
3307.00,0.0001
3306.00,0.0001
3305.00,0.0001
3304.00,0.0000
3303.00,0.0000
3302.00,0.0001
3301.00,0.0001
3300.00,0.0001
3299.00,0.0001
3298.00,0.0001
3297.00,0.0001
3296.00,0.0001
3295.00,0.0001
3294.00,0.0001
3293.00,0.0001
3292.00,0.0000
3291.00,0.0000
3290.00,0.0000
3289.00,-0.0000
3288.00,-0.0000
3287.00,0.0000
3286.00,0.0000
3285.00,0.0000
3284.00,0.0001
3283.00,0.0000
3282.00,0.0000
3281.00,0.0000
3280.00,0.0000
3279.00,0.0001
3278.00,0.0001
3277.00,0.0001
3276.00,0.0001
3275.00,0.0001
3274.00,0.0001
3273.00,0.0000
3272.00,0.0000
3271.00,0.0000
3270.00,0.0000
3269.00,0.0000
3268.00,0.0000
3267.00,0.0000
3266.00,-0.0000
3265.00,-0.0000
3264.00,-0.0000
3263.00,-0.0000
3262.00,0.0000
3261.00,0.0001
3260.00,0.0001
3259.00,0.0001
3258.00,0.0001
3257.00,0.0001
3256.00,0.0001
3255.00,0.0001
3254.00,0.0001
3253.00,0.0001
3252.00,0.0001
3251.00,0.0001
3250.00,0.0001
3249.00,0.0001
3248.00,0.0001
3247.00,0.0001
3246.00,0.0001
3245.00,0.0001
3244.00,0.0001
3243.00,0.0001
3242.00,0.0001
3241.00,0.0001
3240.00,0.0001
3239.00,0.0001
3238.00,0.0001
3237.00,0.0000
3236.00,0.0000
3235.00,0.0001
3234.00,0.0001
3233.00,0.0001
3232.00,0.0001
3231.00,0.0001
3230.00,0.0001
3229.00,0.0000
3228.00,0.0000
3227.00,0.0000
3226.00,0.0000
3225.00,0.0000
3224.00,0.0000
3223.00,0.0001
3222.00,0.0001
3221.00,0.0001
3220.00,0.0001
3219.00,0.0001
3218.00,0.0001
3217.00,0.0001
3216.00,0.0001
3215.00,0.0001
3214.00,0.0001
3213.00,0.0001
3212.00,0.0000
3211.00,0.0000
3210.00,0.0000
3209.00,0.0000
3208.00,0.0000
3207.00,0.0000
3206.00,0.0000
3205.00,0.0000
3204.00,0.0000
3203.00,0.0001
3202.00,0.0001
3201.00,0.0001
3200.00,0.0000
3199.00,0.0000
3198.00,0.0000
3197.00,0.0000
3196.00,0.0000
3195.00,0.0001
3194.00,0.0001
3193.00,0.0001
3192.00,0.0001
3191.00,0.0001
3190.00,0.0001
3189.00,0.0001
3188.00,0.0001
3187.00,0.0001
3186.00,0.0001
3185.00,0.0001
3184.00,0.0001
3183.00,0.0001
3182.00,0.0001
3181.00,0.0001
3180.00,0.0001
3179.00,0.0000
3178.00,0.0000
3177.00,0.0000
3176.00,0.0000
3175.00,0.0000
3174.00,-0.0000
3173.00,-0.0000
3172.00,-0.0000
3171.00,-0.0000
3170.00,-0.0000
3169.00,-0.0000
3168.00,0.0000
3167.00,0.0000
3166.00,0.0000
3165.00,0.0001
3164.00,0.0000
3163.00,0.0000
3162.00,0.0000
3161.00,0.0000
3160.00,0.0001
3159.00,0.0000
3158.00,0.0000
3157.00,0.0001
3156.00,0.0001
3155.00,0.0001
3154.00,0.0001
3153.00,0.0001
3152.00,0.0000
3151.00,0.0000
3150.00,0.0000
3149.00,0.0001
3148.00,0.0001
3147.00,0.0001
3146.00,0.0001
3145.00,0.0001
3144.00,0.0001
3143.00,0.0001
3142.00,0.0000
3141.00,0.0000
3140.00,0.0000
3139.00,0.0000
3138.00,0.0000
3137.00,0.0000
3136.00,0.0000
3135.00,0.0000
3134.00,0.0000
3133.00,0.0000
3132.00,0.0000
3131.00,0.0000
3130.00,0.0001
3129.00,0.0001
3128.00,0.0001
3127.00,0.0001
3126.00,0.0001
3125.00,0.0000
3124.00,0.0000
3123.00,0.0000
3122.00,0.0001
3121.00,0.0000
3120.00,0.0000
3119.00,0.0000
3118.00,0.0000
3117.00,0.0000
3116.00,0.0000
3115.00,0.0001
3114.00,0.0001
3113.00,0.0001
3112.00,0.0001
3111.00,0.0001
3110.00,0.0001
3109.00,0.0001
3108.00,0.0001
3107.00,0.0001
3106.00,0.0001
3105.00,0.0001
3104.00,0.0001
3103.00,0.0001
3102.00,0.0000
3101.00,-0.0000
3100.00,-0.0000
3099.00,0.0000
3098.00,0.0000
3097.00,0.0001
3096.00,0.0001
3095.00,0.0001
3094.00,0.0000
3093.00,0.0000
3092.00,0.0000
3091.00,0.0000
3090.00,0.0000
3089.00,0.0000
3088.00,0.0000
3087.00,0.0000
3086.00,0.0000
3085.00,0.0000
3084.00,0.0000
3083.00,0.0000
3082.00,0.0000
3081.00,0.0000
3080.00,0.0001
3079.00,0.0001
3078.00,0.0001
3077.00,0.0001
3076.00,0.0001
3075.00,0.0001
3074.00,0.0000
3073.00,0.0000
3072.00,0.0000
3071.00,0.0000
3070.00,0.0000
3069.00,0.0001
3068.00,0.0001
3067.00,0.0001
3066.00,0.0001
3065.00,0.0001
3064.00,0.0001
3063.00,0.0001
3062.00,0.0001
3061.00,0.0000
3060.00,0.0000
3059.00,-0.0000
3058.00,-0.0000
3057.00,0.0000
3056.00,0.0000
3055.00,0.0000
3054.00,0.0000
3053.00,0.0000
3052.00,0.0000
3051.00,0.0000
3050.00,0.0000
3049.00,0.0000
3048.00,0.0000
3047.00,0.0000
3046.00,-0.0000
3045.00,-0.0000
3044.00,-0.0000
3043.00,-0.0000
3042.00,0.0000
3041.00,0.0001
3040.00,0.0001
3039.00,0.0001
3038.00,0.0001
3037.00,0.0001
3036.00,0.0001
3035.00,0.0001
3034.00,0.0001
3033.00,0.0001
3032.00,0.0000
3031.00,0.0000
3030.00,0.0001
3029.00,0.0001
3028.00,0.0001
3027.00,0.0001
3026.00,0.0001
3025.00,0.0001
3024.00,0.0001
3023.00,0.0001
3022.00,0.0001
3021.00,0.0001
3020.00,0.0001
3019.00,0.0001
3018.00,0.0001
3017.00,0.0001
3016.00,0.0001
3015.00,0.0001
3014.00,0.0001
3013.00,0.0001
3012.00,0.0001
3011.00,0.0001
3010.00,0.0001
3009.00,0.0001
3008.00,0.0001
3007.00,0.0000
3006.00,0.0000
3005.00,0.0000
3004.00,0.0000
3003.00,0.0000
3002.00,0.0000
3001.00,0.0000
3000.00,0.0000
2999.00,0.0000
2998.00,0.0000
2997.00,0.0000
2996.00,0.0000
2995.00,0.0001
2994.00,0.0000
2993.00,0.0000
2992.00,0.0000
2991.00,0.0000
2990.00,0.0000
2989.00,0.0000
2988.00,0.0000
2987.00,0.0000
2986.00,0.0000
2985.00,0.0000
2984.00,0.0001
2983.00,0.0001
2982.00,0.0001
2981.00,0.0000
2980.00,0.0000
2979.00,0.0000
2978.00,0.0000
2977.00,0.0000
2976.00,-0.0000
2975.00,-0.0000
2974.00,-0.0000
2973.00,-0.0000
2972.00,-0.0000
2971.00,0.0000
2970.00,0.0000
2969.00,0.0000
2968.00,-0.0000
2967.00,-0.0000
2966.00,0.0000
2965.00,0.0000
2964.00,0.0000
2963.00,0.0000
2962.00,0.0000
2961.00,0.0000
2960.00,0.0001
2959.00,0.0001
2958.00,0.0001
2957.00,0.0001
2956.00,0.0000
2955.00,0.0000
2954.00,0.0000
2953.00,0.0000
2952.00,0.0000
2951.00,0.0000
2950.00,0.0000
2949.00,0.0000
2948.00,0.0000
2947.00,0.0001
2946.00,0.0001
2945.00,0.0001
2944.00,0.0001
2943.00,0.0001
2942.00,0.0001
2941.00,0.0001
2940.00,0.0001
2939.00,0.0001
2938.00,0.0000
2937.00,-0.0000
2936.00,-0.0000
2935.00,-0.0000
2934.00,-0.0001
2933.00,-0.0000
2932.00,-0.0000
2931.00,0.0000
2930.00,0.0000
2929.00,0.0000
2928.00,-0.0000
2927.00,-0.0000
2926.00,0.0000
2925.00,0.0000
2924.00,0.0000
2923.00,0.0000
2922.00,0.0000
2921.00,-0.0000
2920.00,-0.0000
2919.00,0.0000
2918.00,0.0000
2917.00,0.0000
2916.00,0.0001
2915.00,0.0001
2914.00,0.0000
2913.00,0.0000
2912.00,0.0000
2911.00,-0.0000
2910.00,-0.0000
2909.00,-0.0000
2908.00,-0.0000
2907.00,0.0000
2906.00,0.0000
2905.00,0.0000
2904.00,0.0000
2903.00,0.0000
2902.00,0.0000
2901.00,0.0000
2900.00,0.0000
2899.00,0.0000
2898.00,0.0000
2897.00,0.0000
2896.00,0.0000
2895.00,0.0000
2894.00,0.0000
2893.00,0.0000
2892.00,0.0001
2891.00,0.0001
2890.00,0.0001
2889.00,0.0001
2888.00,0.0000
2887.00,0.0000
2886.00,0.0000
2885.00,0.0000
2884.00,0.0000
2883.00,0.0000
2882.00,0.0000
2881.00,0.0000
2880.00,0.0001
2879.00,0.0001
2878.00,0.0001
2877.00,0.0001
2876.00,0.0000
2875.00,0.0000
2874.00,-0.0000
2873.00,-0.0000
2872.00,-0.0001
2871.00,-0.0001
2870.00,-0.0001
2869.00,-0.0000
2868.00,-0.0000
2867.00,0.0000
2866.00,0.0000
2865.00,0.0000
2864.00,0.0000
2863.00,0.0000
2862.00,0.0000
2861.00,0.0000
2860.00,0.0000
2859.00,-0.0000
2858.00,-0.0000
2857.00,-0.0000
2856.00,-0.0000
2855.00,-0.0000
2854.00,-0.0000
2853.00,0.0000
2852.00,0.0000
2851.00,0.0000
2850.00,0.0000
2849.00,0.0000
2848.00,0.0000
2847.00,0.0001
2846.00,0.0001
2845.00,0.0001
2844.00,0.0001
2843.00,0.0000
2842.00,0.0000
2841.00,0.0000
2840.00,0.0000
2839.00,0.0000
2838.00,-0.0000
2837.00,-0.0000
2836.00,-0.0000
2835.00,-0.0000
2834.00,-0.0000
2833.00,0.0000
2832.00,0.0000
2831.00,0.0000
2830.00,0.0000
2829.00,0.0000
2828.00,0.0000
2827.00,0.0000
2826.00,0.0000
2825.00,0.0000
2824.00,0.0000
2823.00,-0.0000
2822.00,0.0000
2821.00,0.0000
2820.00,0.0001
2819.00,0.0001
2818.00,0.0000
2817.00,0.0000
2816.00,0.0000
2815.00,0.0000
2814.00,0.0000
2813.00,0.0000
2812.00,0.0000
2811.00,0.0000
2810.00,0.0000
2809.00,0.0000
2808.00,0.0000
2807.00,0.0001
2806.00,0.0001
2805.00,0.0001
2804.00,0.0001
2803.00,0.0000
2802.00,0.0000
2801.00,0.0000
2800.00,0.0000
2799.00,0.0000
2798.00,-0.0000
2797.00,-0.0000
2796.00,-0.0000
2795.00,-0.0001
2794.00,-0.0001
2793.00,-0.0000
2792.00,-0.0000
2791.00,0.0000
2790.00,0.0000
2789.00,0.0000
2788.00,0.0000
2787.00,0.0000
2786.00,0.0000
2785.00,0.0000
2784.00,0.0000
2783.00,0.0000
2782.00,-0.0000
2781.00,-0.0000
2780.00,0.0000
2779.00,-0.0000
2778.00,-0.0000
2777.00,-0.0000
2776.00,-0.0000
2775.00,0.0000
2774.00,0.0000
2773.00,0.0000
2772.00,0.0000
2771.00,0.0000
2770.00,0.0000
2769.00,-0.0000
2768.00,0.0000
2767.00,0.0000
2766.00,0.0000
2765.00,0.0000
2764.00,0.0000
2763.00,0.0000
2762.00,0.0000
2761.00,0.0000
2760.00,0.0000
2759.00,0.0000
2758.00,0.0000
2757.00,0.0001
2756.00,0.0000
2755.00,0.0000
2754.00,0.0000
2753.00,0.0001
2752.00,0.0001
2751.00,0.0001
2750.00,0.0001
2749.00,0.0000
2748.00,0.0000
2747.00,0.0000
2746.00,0.0000
2745.00,0.0000
2744.00,0.0000
2743.00,-0.0000
2742.00,-0.0000
2741.00,-0.0000
2740.00,-0.0000
2739.00,-0.0000
2738.00,0.0000
2737.00,0.0000
2736.00,0.0000
2735.00,0.0001
2734.00,0.0001
2733.00,0.0000
2732.00,0.0000
2731.00,0.0000
2730.00,0.0000
2729.00,0.0000
2728.00,0.0000
2727.00,-0.0000
2726.00,0.0000
2725.00,0.0000
2724.00,0.0001
2723.00,0.0001
2722.00,0.0001
2721.00,0.0000
2720.00,0.0000
2719.00,-0.0000
2718.00,-0.0000
2717.00,-0.0000
2716.00,0.0000
2715.00,0.0000
2714.00,0.0000
2713.00,0.0001
2712.00,0.0001
2711.00,0.0001
2710.00,0.0001
2709.00,0.0001
2708.00,0.0000
2707.00,0.0000
2706.00,0.0000
2705.00,0.0000
2704.00,0.0000
2703.00,0.0000
2702.00,-0.0000
2701.00,-0.0000
2700.00,-0.0000
2699.00,-0.0000
2698.00,-0.0000
2697.00,-0.0000
2696.00,-0.0000
2695.00,-0.0000
2694.00,0.0000
2693.00,0.0000
2692.00,-0.0000
2691.00,-0.0000
2690.00,-0.0000
2689.00,0.0000
2688.00,0.0001
2687.00,0.0001
2686.00,0.0001
2685.00,0.0001
2684.00,0.0001
2683.00,0.0000
2682.00,0.0001
2681.00,0.0001
2680.00,0.0001
2679.00,0.0001
2678.00,0.0000
2677.00,0.0000
2676.00,0.0000
2675.00,-0.0000
2674.00,-0.0000
2673.00,0.0000
2672.00,0.0000
2671.00,0.0000
2670.00,0.0000
2669.00,0.0000
2668.00,0.0000
2667.00,0.0000
2666.00,0.0000
2665.00,0.0000
2664.00,0.0000
2663.00,-0.0000
2662.00,-0.0000
2661.00,-0.0000
2660.00,-0.0000
2659.00,0.0000
2658.00,0.0000
2657.00,-0.0000
2656.00,-0.0000
2655.00,-0.0000
2654.00,-0.0000
2653.00,-0.0000
2652.00,-0.0000
2651.00,-0.0000
2650.00,-0.0000
2649.00,0.0000
2648.00,0.0000
2647.00,0.0000
2646.00,0.0000
2645.00,0.0000
2644.00,0.0001
2643.00,0.0001
2642.00,0.0001
2641.00,0.0001
2640.00,0.0001
2639.00,0.0000
2638.00,0.0000
2637.00,0.0000
2636.00,-0.0000
2635.00,-0.0000
