Created as New Dataset,Sample 003 By Administrator Date Tuesday, October 14 2025
cm-1,A
3461.00,0.0050
3460.00,0.0050
3459.00,0.0050
3458.00,0.0049
3457.00,0.0049
3456.00,0.0049
3455.00,0.0049
3454.00,0.0049
3453.00,0.0050
3452.00,0.0050
3451.00,0.0050
3450.00,0.0050
3449.00,0.0050
3448.00,0.0050
3447.00,0.0050
3446.00,0.0050
3445.00,0.0050
3444.00,0.0050
3443.00,0.0050
3442.00,0.0050
3441.00,0.0050
3440.00,0.0050
3439.00,0.0050
3438.00,0.0050
3437.00,0.0050
3436.00,0.0050
3435.00,0.0050
3434.00,0.0050
3433.00,0.0050
3432.00,0.0050
3431.00,0.0050
3430.00,0.0050
3429.00,0.0049
3428.00,0.0049
3427.00,0.0049
3426.00,0.0049
3425.00,0.0049
3424.00,0.0049
3423.00,0.0050
3422.00,0.0050
3421.00,0.0050
3420.00,0.0050
3419.00,0.0049
3418.00,0.0049
3417.00,0.0049
3416.00,0.0049
3415.00,0.0049
3414.00,0.0049
3413.00,0.0049
3412.00,0.0049
3411.00,0.0049
3410.00,0.0049
3409.00,0.0049
3408.00,0.0049
3407.00,0.0049
3406.00,0.0050
3405.00,0.0050
3404.00,0.0049
3403.00,0.0049
3402.00,0.0050
3401.00,0.0050
3400.00,0.0050
3399.00,0.0050
3398.00,0.0050
3397.00,0.0050
3396.00,0.0050
3395.00,0.0050
3394.00,0.0050
3393.00,0.0049
3392.00,0.0049
3391.00,0.0049
3390.00,0.0049
3389.00,0.0049
3388.00,0.0049
3387.00,0.0048
3386.00,0.0048
3385.00,0.0049
3384.00,0.0049
3383.00,0.0049
3382.00,0.0049
3381.00,0.0049
3380.00,0.0049
3379.00,0.0049
3378.00,0.0049
3377.00,0.0049
3376.00,0.0049
3375.00,0.0049
3374.00,0.0049
3373.00,0.0049
3372.00,0.0049
3371.00,0.0050
3370.00,0.0050
3369.00,0.0050
3368.00,0.0050
3367.00,0.0050
3366.00,0.0049
3365.00,0.0049
3364.00,0.0049
3363.00,0.0049
3362.00,0.0050
3361.00,0.0050
3360.00,0.0050
3359.00,0.0050
3358.00,0.0050
3357.00,0.0050
3356.00,0.0050
3355.00,0.0050
3354.00,0.0049
3353.00,0.0049
3352.00,0.0049
3351.00,0.0049
3350.00,0.0049
3349.00,0.0049
3348.00,0.0049
3347.00,0.0049
3346.00,0.0049
3345.00,0.0049
3344.00,0.0049
3343.00,0.0049
3342.00,0.0049
3341.00,0.0049
3340.00,0.0049
3339.00,0.0050
3338.00,0.0050
3337.00,0.0050
3336.00,0.0050
3335.00,0.0049
3334.00,0.0049
3333.00,0.0049
3332.00,0.0049
3331.00,0.0049
3330.00,0.0049
3329.00,0.0049
3328.00,0.0049
3327.00,0.0049
3326.00,0.0049
3325.00,0.0049
3324.00,0.0049
3323.00,0.0049
3322.00,0.0049
3321.00,0.0049
3320.00,0.0049
3319.00,0.0048
3318.00,0.0048
3317.00,0.0048
3316.00,0.0049
3315.00,0.0049
3314.00,0.0048
3313.00,0.0048
3312.00,0.0048
3311.00,0.0048
3310.00,0.0048
3309.00,0.0049
3308.00,0.0049
3307.00,0.0049
3306.00,0.0049
3305.00,0.0049
3304.00,0.0048
3303.00,0.0048
3302.00,0.0048
3301.00,0.0048
3300.00,0.0048
3299.00,0.0048
3298.00,0.0048
3297.00,0.0048
3296.00,0.0048
3295.00,0.0048
3294.00,0.0048
3293.00,0.0049
3292.00,0.0049
3291.00,0.0048
3290.00,0.0048
3289.00,0.0048
3288.00,0.0048
3287.00,0.0047
3286.00,0.0047
3285.00,0.0048
3284.00,0.0048
3283.00,0.0048
3282.00,0.0048
3281.00,0.0048
3280.00,0.0048
3279.00,0.0048
3278.00,0.0048
3277.00,0.0048
3276.00,0.0048
3275.00,0.0048
3274.00,0.0048
3273.00,0.0047
3272.00,0.0047
3271.00,0.0048
3270.00,0.0048
3269.00,0.0048
3268.00,0.0048
3267.00,0.0047
3266.00,0.0047
3265.00,0.0047
3264.00,0.0047
3263.00,0.0047
3262.00,0.0047
3261.00,0.0047
3260.00,0.0047
3259.00,0.0047
3258.00,0.0047
3257.00,0.0047
3256.00,0.0047
3255.00,0.0048
3254.00,0.0048
3253.00,0.0048
3252.00,0.0048
3251.00,0.0048
3250.00,0.0048
3249.00,0.0048
3248.00,0.0047
3247.00,0.0048
3246.00,0.0048
3245.00,0.0048
3244.00,0.0048
3243.00,0.0048
3242.00,0.0048
3241.00,0.0048
3240.00,0.0047
3239.00,0.0047
3238.00,0.0047
3237.00,0.0047
3236.00,0.0047
3235.00,0.0047
3234.00,0.0047
3233.00,0.0047
3232.00,0.0047
3231.00,0.0047
3230.00,0.0047
3229.00,0.0046
3228.00,0.0046
3227.00,0.0046
3226.00,0.0046
3225.00,0.0046
3224.00,0.0047
3223.00,0.0047
3222.00,0.0048
3221.00,0.0048
3220.00,0.0048
3219.00,0.0048
3218.00,0.0048
3217.00,0.0047
3216.00,0.0047
3215.00,0.0047
3214.00,0.0047
3213.00,0.0047
3212.00,0.0047
3211.00,0.0047
3210.00,0.0047
3209.00,0.0047
3208.00,0.0047
3207.00,0.0047
3206.00,0.0047
3205.00,0.0047
3204.00,0.0047
3203.00,0.0047
3202.00,0.0047
3201.00,0.0047
3200.00,0.0047
3199.00,0.0047
3198.00,0.0047
3197.00,0.0046
3196.00,0.0046
3195.00,0.0046
3194.00,0.0046
3193.00,0.0047
3192.00,0.0047
3191.00,0.0047
3190.00,0.0047
3189.00,0.0047
3188.00,0.0047
3187.00,0.0047
3186.00,0.0047
3185.00,0.0046
3184.00,0.0046
3183.00,0.0046
3182.00,0.0046
3181.00,0.0046
3180.00,0.0046
3179.00,0.0046
3178.00,0.0046
3177.00,0.0046
3176.00,0.0046
3175.00,0.0046
3174.00,0.0046
3173.00,0.0045
3172.00,0.0045
3171.00,0.0045
3170.00,0.0045
3169.00,0.0045
3168.00,0.0046
3167.00,0.0046
3166.00,0.0046
3165.00,0.0046
3164.00,0.0046
3163.00,0.0046
3162.00,0.0046
3161.00,0.0046
3160.00,0.0046
3159.00,0.0045
3158.00,0.0045
3157.00,0.0046
3156.00,0.0046
3155.00,0.0046
3154.00,0.0046
3153.00,0.0046
3152.00,0.0046
3151.00,0.0045
3150.00,0.0045
3149.00,0.0045
3148.00,0.0046
3147.00,0.0046
3146.00,0.0046
3145.00,0.0046
3144.00,0.0046
3143.00,0.0046
3142.00,0.0046
3141.00,0.0046
3140.00,0.0046
3139.00,0.0045
3138.00,0.0045
3137.00,0.0046
3136.00,0.0046
3135.00,0.0046
3134.00,0.0046
3133.00,0.0046
3132.00,0.0045
3131.00,0.0045
3130.00,0.0045
3129.00,0.0045
3128.00,0.0045
3127.00,0.0045
3126.00,0.0045
3125.00,0.0045
3124.00,0.0045
3123.00,0.0045
3122.00,0.0046
3121.00,0.0046
3120.00,0.0046
3119.00,0.0046
3118.00,0.0046
3117.00,0.0046
3116.00,0.0046
3115.00,0.0046
3114.00,0.0046
3113.00,0.0046
3112.00,0.0046
3111.00,0.0045
3110.00,0.0045
3109.00,0.0045
3108.00,0.0045
3107.00,0.0045
3106.00,0.0045
3105.00,0.0045
3104.00,0.0045
3103.00,0.0045
3102.00,0.0045
3101.00,0.0045
3100.00,0.0045
3099.00,0.0046
3098.00,0.0046
3097.00,0.0046
3096.00,0.0046
3095.00,0.0046
3094.00,0.0045
3093.00,0.0045
3092.00,0.0045
3091.00,0.0045
3090.00,0.0045
3089.00,0.0045
3088.00,0.0045
3087.00,0.0045
3086.00,0.0045
3085.00,0.0045
3084.00,0.0045
3083.00,0.0045
3082.00,0.0045
3081.00,0.0045
3080.00,0.0045
3079.00,0.0045
3078.00,0.0046
3077.00,0.0046
3076.00,0.0045
3075.00,0.0045
3074.00,0.0045
3073.00,0.0044
3072.00,0.0044
3071.00,0.0045
3070.00,0.0045
3069.00,0.0045
3068.00,0.0045
3067.00,0.0045
3066.00,0.0045
3065.00,0.0045
3064.00,0.0045
3063.00,0.0045
3062.00,0.0045
3061.00,0.0045
3060.00,0.0045
3059.00,0.0045
3058.00,0.0045
3057.00,0.0045
3056.00,0.0045
3055.00,0.0045
3054.00,0.0045
3053.00,0.0044
3052.00,0.0044
3051.00,0.0044
3050.00,0.0044
3049.00,0.0045
3048.00,0.0045
3047.00,0.0045
3046.00,0.0045
3045.00,0.0044
3044.00,0.0044
3043.00,0.0044
3042.00,0.0044
3041.00,0.0044
3040.00,0.0044
3039.00,0.0044
3038.00,0.0044
3037.00,0.0044
3036.00,0.0044
3035.00,0.0044
3034.00,0.0044
3033.00,0.0044
3032.00,0.0044
3031.00,0.0044
3030.00,0.0045
3029.00,0.0045
3028.00,0.0045
3027.00,0.0045
3026.00,0.0045
3025.00,0.0045
3024.00,0.0044
3023.00,0.0044
3022.00,0.0044
3021.00,0.0044
3020.00,0.0045
3019.00,0.0045
3018.00,0.0045
3017.00,0.0045
3016.00,0.0045
3015.00,0.0045
3014.00,0.0045
3013.00,0.0045
3012.00,0.0045
3011.00,0.0045
3010.00,0.0045
3009.00,0.0044
3008.00,0.0044
3007.00,0.0044
3006.00,0.0044
3005.00,0.0044
3004.00,0.0044
3003.00,0.0044
3002.00,0.0044
3001.00,0.0044
3000.00,0.0044
2999.00,0.0044
2998.00,0.0044
2997.00,0.0044
2996.00,0.0045
2995.00,0.0045
2994.00,0.0045
2993.00,0.0045
2992.00,0.0044
2991.00,0.0044
2990.00,0.0044
2989.00,0.0044
2988.00,0.0044
2987.00,0.0044
2986.00,0.0044
2985.00,0.0044
2984.00,0.0044
2983.00,0.0044
2982.00,0.0044
2981.00,0.0044
2980.00,0.0044
2979.00,0.0044
2978.00,0.0044
2977.00,0.0044
2976.00,0.0044
2975.00,0.0044
2974.00,0.0044
2973.00,0.0044
2972.00,0.0044
2971.00,0.0044
2970.00,0.0044
2969.00,0.0044
2968.00,0.0044
2967.00,0.0043
2966.00,0.0043
2965.00,0.0044
2964.00,0.0044
2963.00,0.0044
2962.00,0.0044
2961.00,0.0044
2960.00,0.0044
2959.00,0.0044
2958.00,0.0044
2957.00,0.0044
2956.00,0.0044
2955.00,0.0044
2954.00,0.0044
2953.00,0.0044
2952.00,0.0044
2951.00,0.0044
2950.00,0.0044
2949.00,0.0044
2948.00,0.0044
2947.00,0.0044
2946.00,0.0044
2945.00,0.0044
2944.00,0.0044
2943.00,0.0044
2942.00,0.0044
2941.00,0.0044
2940.00,0.0044
2939.00,0.0044
2938.00,0.0044
2937.00,0.0044
2936.00,0.0044
2935.00,0.0044
2934.00,0.0044
2933.00,0.0045
2932.00,0.0045
2931.00,0.0044
2930.00,0.0044
2929.00,0.0044
2928.00,0.0044
2927.00,0.0044
2926.00,0.0044
2925.00,0.0044
2924.00,0.0044
2923.00,0.0044
2922.00,0.0044
2921.00,0.0044
2920.00,0.0043
2919.00,0.0043
2918.00,0.0043
2917.00,0.0044
2916.00,0.0044
2915.00,0.0044
2914.00,0.0044
2913.00,0.0044
2912.00,0.0043
2911.00,0.0043
2910.00,0.0043
2909.00,0.0044
2908.00,0.0044
2907.00,0.0044
2906.00,0.0044
2905.00,0.0044
2904.00,0.0044
2903.00,0.0044
2902.00,0.0044
2901.00,0.0044
2900.00,0.0044
2899.00,0.0044
2898.00,0.0044
2897.00,0.0043
2896.00,0.0043
2895.00,0.0043
2894.00,0.0043
2893.00,0.0043
2892.00,0.0044
2891.00,0.0044
2890.00,0.0044
2889.00,0.0044
2888.00,0.0044
2887.00,0.0043
2886.00,0.0043
2885.00,0.0043
2884.00,0.0043
2883.00,0.0043
2882.00,0.0043
2881.00,0.0043
2880.00,0.0043
2879.00,0.0043
2878.00,0.0043
2877.00,0.0043
2876.00,0.0043
2875.00,0.0043
2874.00,0.0043
2873.00,0.0043
2872.00,0.0043
2871.00,0.0043
2870.00,0.0043
2869.00,0.0043
2868.00,0.0043
2867.00,0.0043
2866.00,0.0043
2865.00,0.0043
2864.00,0.0043
2863.00,0.0043
2862.00,0.0043
2861.00,0.0043
2860.00,0.0043
2859.00,0.0043
2858.00,0.0043
2857.00,0.0043
2856.00,0.0043
2855.00,0.0043
2854.00,0.0043
2853.00,0.0043
2852.00,0.0043
2851.00,0.0043
2850.00,0.0043
2849.00,0.0042
2848.00,0.0043
2847.00,0.0043
2846.00,0.0043
2845.00,0.0042
2844.00,0.0042
2843.00,0.0042
2842.00,0.0042
2841.00,0.0042
2840.00,0.0043
2839.00,0.0043
2838.00,0.0043
2837.00,0.0043
2836.00,0.0042
2835.00,0.0042
2834.00,0.0042
2833.00,0.0042
2832.00,0.0042
2831.00,0.0042
2830.00,0.0042
2829.00,0.0042
2828.00,0.0043
2827.00,0.0043
2826.00,0.0043
2825.00,0.0043
2824.00,0.0043
2823.00,0.0042
2822.00,0.0042
2821.00,0.0042
2820.00,0.0043
2819.00,0.0042
2818.00,0.0042
2817.00,0.0042
2816.00,0.0042
2815.00,0.0042
2814.00,0.0042
2813.00,0.0042
2812.00,0.0042
2811.00,0.0042
2810.00,0.0042
2809.00,0.0042
2808.00,0.0042
2807.00,0.0042
2806.00,0.0042
2805.00,0.0042
2804.00,0.0042
2803.00,0.0043
2802.00,0.0043
2801.00,0.0043
2800.00,0.0042
2799.00,0.0042
2798.00,0.0041
2797.00,0.0041
2796.00,0.0042
2795.00,0.0042
2794.00,0.0042
2793.00,0.0042
2792.00,0.0042
2791.00,0.0042
2790.00,0.0042
2789.00,0.0042
2788.00,0.0042
2787.00,0.0042
2786.00,0.0042
2785.00,0.0042
2784.00,0.0042
2783.00,0.0042
2782.00,0.0042
2781.00,0.0042
2780.00,0.0042
2779.00,0.0042
2778.00,0.0042
2777.00,0.0042
2776.00,0.0042
2775.00,0.0042
2774.00,0.0042
2773.00,0.0042
2772.00,0.0042
2771.00,0.0042
2770.00,0.0042
2769.00,0.0042
2768.00,0.0042
2767.00,0.0042
2766.00,0.0042
2765.00,0.0042
2764.00,0.0042
2763.00,0.0042
2762.00,0.0042
2761.00,0.0042
2760.00,0.0042
2759.00,0.0042
2758.00,0.0042
2757.00,0.0042
2756.00,0.0042
2755.00,0.0042
2754.00,0.0042
2753.00,0.0042
2752.00,0.0042
2751.00,0.0042
2750.00,0.0041
2749.00,0.0041
2748.00,0.0041
2747.00,0.0041
2746.00,0.0041
2745.00,0.0041
2744.00,0.0041
2743.00,0.0041
2742.00,0.0041
2741.00,0.0041
2740.00,0.0041
2739.00,0.0041
2738.00,0.0042
2737.00,0.0042
2736.00,0.0042
2735.00,0.0042
2734.00,0.0042
2733.00,0.0042
2732.00,0.0041
2731.00,0.0041
2730.00,0.0041
2729.00,0.0041
2728.00,0.0041
2727.00,0.0041
2726.00,0.0041
2725.00,0.0041
2724.00,0.0041
2723.00,0.0041
2722.00,0.0041
2721.00,0.0041
2720.00,0.0041
2719.00,0.0040
2718.00,0.0041
2717.00,0.0041
2716.00,0.0041
2715.00,0.0041
2714.00,0.0041
2713.00,0.0042
2712.00,0.0042
2711.00,0.0041
2710.00,0.0041
2709.00,0.0041
2708.00,0.0041
2707.00,0.0041
2706.00,0.0041
2705.00,0.0041
2704.00,0.0041
2703.00,0.0041
2702.00,0.0041
2701.00,0.0041
2700.00,0.0040
2699.00,0.0041
2698.00,0.0041
2697.00,0.0041
2696.00,0.0041
2695.00,0.0040
2694.00,0.0040
2693.00,0.0040
2692.00,0.0040
2691.00,0.0040
2690.00,0.0040
2689.00,0.0040
2688.00,0.0041
2687.00,0.0041
2686.00,0.0041
2685.00,0.0041
2684.00,0.0041
2683.00,0.0040
2682.00,0.0041
2681.00,0.0041
2680.00,0.0041
2679.00,0.0042
2678.00,0.0042
2677.00,0.0041
2676.00,0.0041
2675.00,0.0041
2674.00,0.0041
2673.00,0.0041
2672.00,0.0041
2671.00,0.0041
2670.00,0.0041
2669.00,0.0041
2668.00,0.0041
2667.00,0.0041
2666.00,0.0041
2665.00,0.0041
2664.00,0.0041
2663.00,0.0040
2662.00,0.0040
2661.00,0.0040
2660.00,0.0041
2659.00,0.0041
2658.00,0.0040
2657.00,0.0040
2656.00,0.0040
2655.00,0.0040
2654.00,0.0040
2653.00,0.0040
2652.00,0.0041
2651.00,0.0041
2650.00,0.0041
2649.00,0.0041
2648.00,0.0041
2647.00,0.0041
2646.00,0.0041
2645.00,0.0041
2644.00,0.0041
2643.00,0.0041
2642.00,0.0041
2641.00,0.0041
2640.00,0.0041
2639.00,0.0041
2638.00,0.0040
2637.00,0.0040
2636.00,0.0040
2635.00,0.0040
2634.00,0.0041
2633.00,0.0041
2632.00,0.0040
2631.00,0.0040
2630.00,0.0040
2629.00,0.0040
2628.00,0.0041
2627.00,0.0041
2626.00,0.0041
2625.00,0.0040
2624.00,0.0040
2623.00,0.0040
2622.00,0.0040
2621.00,0.0040
2620.00,0.0040
2619.00,0.0040
2618.00,0.0040
2617.00,0.0040
2616.00,0.0040
2615.00,0.0040
2614.00,0.0040
2613.00,0.0041
2612.00,0.0040
2611.00,0.0040
2610.00,0.0040
