Created as New Dataset,Sample 006 By Administrator Date Thursday, October 16 2025
cm-1,%T
3776.00,99.69
3775.00,99.72
3774.00,99.78
3773.00,99.78
3772.00,99.74
3771.00,99.74
3770.00,99.80
3769.00,99.82
3768.00,99.79
3767.00,99.75
3766.00,99.76
3765.00,99.80
3764.00,99.82
3763.00,99.80
3762.00,99.76
3761.00,99.76
3760.00,99.77
3759.00,99.77
3758.00,99.79
3757.00,99.84
3756.00,99.88
3755.00,99.92
3754.00,100.00
3753.00,100.14
3752.00,100.26
3751.00,100.28
3750.00,100.26
3749.00,100.28
3748.00,100.23
3747.00,100.06
3746.00,99.90
3745.00,99.88
3744.00,99.95
3743.00,100.00
3742.00,99.99
3741.00,100.02
3740.00,100.15
3739.00,100.25
3738.00,100.21
3737.00,100.14
3736.00,100.11
3735.00,100.07
3734.00,100.01
3733.00,99.98
3732.00,99.98
3731.00,99.98
3730.00,99.94
3729.00,99.90
3728.00,99.89
3727.00,99.91
3726.00,99.90
3725.00,99.84
3724.00,99.78
3723.00,99.75
3722.00,99.76
3721.00,99.77
3720.00,99.76
3719.00,99.75
3718.00,99.77
3717.00,99.83
3716.00,99.90
3715.00,99.94
3714.00,100.00
3713.00,100.04
3712.00,100.01
3711.00,99.92
3710.00,99.86
3709.00,99.84
3708.00,99.82
3707.00,99.82
3706.00,99.81
3705.00,99.79
3704.00,99.74
3703.00,99.69
3702.00,99.68
3701.00,99.71
3700.00,99.73
3699.00,99.72
3698.00,99.72
3697.00,99.75
3696.00,99.78
3695.00,99.77
3694.00,99.76
3693.00,99.78
3692.00,99.80
3691.00,99.80
3690.00,99.82
3689.00,99.87
3688.00,99.90
3687.00,99.89
3686.00,99.84
3685.00,99.82
3684.00,99.84
3683.00,99.86
3682.00,99.82
3681.00,99.79
3680.00,99.84
3679.00,99.97
3678.00,100.07
3677.00,100.08
3676.00,100.07
3675.00,100.09
3674.00,100.08
3673.00,100.03
3672.00,99.99
3671.00,100.01
3670.00,99.99
3669.00,99.93
3668.00,99.87
3667.00,99.82
3666.00,99.81
3665.00,99.81
3664.00,99.80
3663.00,99.76
3662.00,99.73
3661.00,99.75
3660.00,99.81
3659.00,99.86
3658.00,99.87
3657.00,99.88
3656.00,99.92
3655.00,99.95
3654.00,99.94
3653.00,99.94
3652.00,100.04
3651.00,100.17
3650.00,100.19
3649.00,100.08
3648.00,99.98
3647.00,99.93
3646.00,99.90
3645.00,99.86
3644.00,99.82
3643.00,99.79
3642.00,99.77
3641.00,99.74
3640.00,99.72
3639.00,99.72
3638.00,99.75
3637.00,99.77
3636.00,99.77
3635.00,99.79
3634.00,99.85
3633.00,99.96
3632.00,100.05
3631.00,100.13
3630.00,100.17
3629.00,100.18
3628.00,100.13
3627.00,100.03
3626.00,99.94
3625.00,99.91
3624.00,99.93
3623.00,99.91
3622.00,99.84
3621.00,99.78
3620.00,99.76
3619.00,99.77
3618.00,99.81
3617.00,99.85
3616.00,99.86
3615.00,99.87
3614.00,99.90
3613.00,99.98
3612.00,100.04
3611.00,100.06
3610.00,100.05
3609.00,100.02
3608.00,99.96
3607.00,99.89
3606.00,99.82
3605.00,99.80
3604.00,99.78
3603.00,99.75
3602.00,99.73
3601.00,99.74
3600.00,99.75
3599.00,99.75
3598.00,99.75
3597.00,99.76
3596.00,99.76
3595.00,99.76
3594.00,99.78
3593.00,99.83
3592.00,99.89
3591.00,99.92
3590.00,99.94
3589.00,99.93
3588.00,99.90
3587.00,99.87
3586.00,99.85
3585.00,99.83
3584.00,99.81
3583.00,99.78
3582.00,99.76
3581.00,99.74
3580.00,99.72
3579.00,99.69
3578.00,99.68
3577.00,99.69
3576.00,99.70
3575.00,99.71
3574.00,99.73
3573.00,99.76
3572.00,99.80
3571.00,99.84
3570.00,99.88
3569.00,99.91
3568.00,99.92
3567.00,99.89
3566.00,99.86
3565.00,99.82
3564.00,99.79
3563.00,99.77
3562.00,99.76
3561.00,99.76
3560.00,99.76
3559.00,99.74
3558.00,99.74
3557.00,99.74
3556.00,99.75
3555.00,99.74
3554.00,99.73
3553.00,99.73
3552.00,99.75
3551.00,99.77
3550.00,99.78
3549.00,99.80
3548.00,99.82
3547.00,99.82
3546.00,99.81
3545.00,99.79
3544.00,99.77
3543.00,99.75
3542.00,99.74
3541.00,99.74
3540.00,99.75
3539.00,99.74
3538.00,99.74
3537.00,99.74
3536.00,99.75
3535.00,99.75
3534.00,99.74
3533.00,99.75
3532.00,99.75
3531.00,99.75
3530.00,99.74
3529.00,99.74
3528.00,99.76
3527.00,99.79
3526.00,99.80
3525.00,99.80
3524.00,99.79
3523.00,99.77
3522.00,99.76
3521.00,99.75
3520.00,99.75
3519.00,99.74
3518.00,99.74
3517.00,99.75
3516.00,99.75
3515.00,99.74
3514.00,99.73
3513.00,99.74
3512.00,99.74
3511.00,99.74
3510.00,99.74
3509.00,99.76
3508.00,99.77
3507.00,99.77
3506.00,99.76
3505.00,99.75
3504.00,99.75
3503.00,99.75
3502.00,99.76
3501.00,99.77
3500.00,99.77
3499.00,99.77
3498.00,99.76
3497.00,99.76
3496.00,99.75
3495.00,99.75
3494.00,99.74
3493.00,99.74
3492.00,99.75
3491.00,99.74
3490.00,99.74
3489.00,99.75
3488.00,99.75
3487.00,99.76
3486.00,99.75
3485.00,99.75
3484.00,99.75
3483.00,99.75
3482.00,99.75
3481.00,99.76
3480.00,99.76
3479.00,99.76
3478.00,99.75
3477.00,99.74
3476.00,99.73
3475.00,99.73
3474.00,99.72
3473.00,99.73
3472.00,99.73
3471.00,99.74
3470.00,99.75
3469.00,99.76
3468.00,99.76
3467.00,99.76
3466.00,99.75
3465.00,99.74
3464.00,99.73
3463.00,99.72
3462.00,99.72
3461.00,99.73
3460.00,99.74
3459.00,99.74
3458.00,99.74
3457.00,99.74
3456.00,99.74
3455.00,99.74
3454.00,99.74
3453.00,99.74
3452.00,99.74
3451.00,99.74
3450.00,99.73
3449.00,99.73
3448.00,99.72
3447.00,99.73
3446.00,99.74
3445.00,99.74
3444.00,99.74
3443.00,99.74
3442.00,99.75
3441.00,99.76
3440.00,99.77
3439.00,99.76
3438.00,99.76
3437.00,99.76
3436.00,99.76
3435.00,99.76
3434.00,99.76
3433.00,99.76
3432.00,99.76
3431.00,99.76
3430.00,99.76
3429.00,99.76
3428.00,99.75
3427.00,99.75
3426.00,99.75
3425.00,99.75
3424.00,99.75
3423.00,99.75
3422.00,99.74
3421.00,99.75
3420.00,99.75
3419.00,99.76
3418.00,99.75
3417.00,99.75
3416.00,99.75
3415.00,99.75
3414.00,99.75
3413.00,99.75
3412.00,99.75
3411.00,99.74
3410.00,99.75
3409.00,99.75
3408.00,99.76
3407.00,99.76
3406.00,99.75
3405.00,99.76
3404.00,99.76
3403.00,99.76
3402.00,99.76
3401.00,99.76
3400.00,99.76
3399.00,99.75
3398.00,99.75
3397.00,99.75
3396.00,99.75
3395.00,99.75
3394.00,99.75
3393.00,99.76
3392.00,99.76
3391.00,99.76
3390.00,99.75
3389.00,99.75
3388.00,99.76
3387.00,99.76
3386.00,99.76
3385.00,99.77
3384.00,99.77
3383.00,99.77
3382.00,99.76
3381.00,99.76
3380.00,99.75
3379.00,99.74
3378.00,99.74
3377.00,99.74
3376.00,99.74
3375.00,99.75
3374.00,99.75
3373.00,99.75
3372.00,99.76
3371.00,99.76
3370.00,99.76
3369.00,99.75
3368.00,99.75
3367.00,99.74
3366.00,99.73
3365.00,99.73
3364.00,99.74
3363.00,99.75
3362.00,99.75
3361.00,99.76
3360.00,99.75
3359.00,99.75
3358.00,99.75
3357.00,99.75
3356.00,99.75
3355.00,99.74
3354.00,99.74
3353.00,99.75
3352.00,99.75
3351.00,99.75
3350.00,99.75
3349.00,99.75
3348.00,99.74
3347.00,99.74
3346.00,99.74
3345.00,99.75
3344.00,99.75
3343.00,99.76
3342.00,99.75
3341.00,99.75
3340.00,99.75
3339.00,99.75
3338.00,99.75
3337.00,99.75
3336.00,99.75
3335.00,99.75
3334.00,99.75
3333.00,99.74
3332.00,99.74
3331.00,99.73
3330.00,99.73
3329.00,99.74
3328.00,99.74
3327.00,99.74
3326.00,99.74
3325.00,99.74
3324.00,99.74
3323.00,99.75
3322.00,99.75
3321.00,99.75
3320.00,99.74
3319.00,99.74
3318.00,99.74
3317.00,99.74
3316.00,99.74
3315.00,99.74
3314.00,99.75
3313.00,99.75
3312.00,99.75
3311.00,99.75
3310.00,99.75
3309.00,99.76
3308.00,99.76
3307.00,99.76
3306.00,99.76
3305.00,99.75
3304.00,99.75
3303.00,99.74
3302.00,99.74
3301.00,99.74
3300.00,99.74
3299.00,99.74
3298.00,99.74
3297.00,99.75
3296.00,99.75
3295.00,99.76
3294.00,99.76
3293.00,99.77
3292.00,99.76
3291.00,99.76
3290.00,99.75
3289.00,99.75
3288.00,99.74
3287.00,99.74
3286.00,99.74
3285.00,99.74
3284.00,99.75
3283.00,99.75
3282.00,99.75
3281.00,99.75
3280.00,99.76
3279.00,99.76
3278.00,99.76
3277.00,99.77
3276.00,99.77
3275.00,99.76
3274.00,99.76
3273.00,99.76
3272.00,99.76
3271.00,99.75
3270.00,99.75
3269.00,99.75
3268.00,99.75
3267.00,99.74
3266.00,99.74
3265.00,99.75
3264.00,99.76
3263.00,99.76
3262.00,99.76
3261.00,99.76
3260.00,99.75
3259.00,99.75
3258.00,99.74
3257.00,99.74
3256.00,99.74
3255.00,99.74
3254.00,99.74
3253.00,99.74
3252.00,99.74
3251.00,99.73
3250.00,99.73
3249.00,99.74
3248.00,99.74
3247.00,99.74
3246.00,99.74
3245.00,99.74
3244.00,99.74
3243.00,99.74
3242.00,99.74
3241.00,99.74
3240.00,99.74
3239.00,99.74
3238.00,99.74
3237.00,99.74
3236.00,99.74
3235.00,99.74
3234.00,99.74
3233.00,99.75
3232.00,99.75
3231.00,99.75
3230.00,99.75
3229.00,99.75
3228.00,99.75
3227.00,99.74
3226.00,99.74
3225.00,99.74
3224.00,99.75
3223.00,99.75
3222.00,99.75
3221.00,99.75
3220.00,99.75
3219.00,99.75
3218.00,99.75
3217.00,99.75
3216.00,99.76
3215.00,99.75
3214.00,99.75
3213.00,99.75
3212.00,99.74
3211.00,99.74
3210.00,99.73
3209.00,99.74
3208.00,99.74
3207.00,99.74
3206.00,99.74
3205.00,99.74
3204.00,99.74
3203.00,99.74
3202.00,99.74
3201.00,99.74
3200.00,99.75
3199.00,99.75
3198.00,99.75
3197.00,99.74
3196.00,99.74
3195.00,99.74
3194.00,99.74
3193.00,99.74
3192.00,99.74
3191.00,99.74
3190.00,99.74
3189.00,99.74
3188.00,99.74
3187.00,99.73
3186.00,99.73
3185.00,99.74
3184.00,99.74
3183.00,99.74
3182.00,99.73
3181.00,99.73
3180.00,99.72
3179.00,99.72
3178.00,99.72
3177.00,99.72
3176.00,99.73
3175.00,99.72
3174.00,99.72
3173.00,99.72
3172.00,99.73
3171.00,99.73
3170.00,99.74
3169.00,99.74
3168.00,99.74
3167.00,99.73
3166.00,99.73
3165.00,99.73
3164.00,99.74
3163.00,99.74
3162.00,99.73
3161.00,99.73
3160.00,99.73
3159.00,99.73
3158.00,99.73
3157.00,99.73
3156.00,99.72
3155.00,99.72
3154.00,99.73
3153.00,99.74
3152.00,99.74
3151.00,99.74
3150.00,99.73
3149.00,99.73
3148.00,99.73
3147.00,99.72
3146.00,99.72
3145.00,99.72
3144.00,99.72
3143.00,99.73
3142.00,99.73
3141.00,99.73
3140.00,99.73
3139.00,99.73
3138.00,99.73
3137.00,99.74
3136.00,99.74
3135.00,99.74
3134.00,99.73
3133.00,99.73
3132.00,99.73
3131.00,99.73
3130.00,99.73
3129.00,99.74
3128.00,99.74
3127.00,99.74
3126.00,99.74
3125.00,99.74
3124.00,99.74
3123.00,99.74
3122.00,99.74
3121.00,99.74
3120.00,99.73
3119.00,99.73
3118.00,99.73
3117.00,99.74
3116.00,99.75
3115.00,99.74
3114.00,99.74
3113.00,99.73
3112.00,99.73
3111.00,99.73
3110.00,99.73
3109.00,99.74
3108.00,99.74
3107.00,99.73
3106.00,99.73
3105.00,99.73
3104.00,99.73
3103.00,99.72
3102.00,99.73
3101.00,99.74
3100.00,99.74
3099.00,99.74
3098.00,99.74
3097.00,99.74
3096.00,99.74
3095.00,99.74
3094.00,99.74
3093.00,99.74
3092.00,99.74
3091.00,99.73
3090.00,99.73
3089.00,99.73
3088.00,99.73
3087.00,99.73
3086.00,99.73
3085.00,99.74
3084.00,99.73
3083.00,99.73
3082.00,99.73
3081.00,99.73
3080.00,99.73
3079.00,99.74
3078.00,99.74
3077.00,99.74
3076.00,99.73
3075.00,99.73
3074.00,99.73
3073.00,99.73
3072.00,99.73
3071.00,99.73
3070.00,99.73
3069.00,99.74
3068.00,99.74
3067.00,99.73
3066.00,99.73
3065.00,99.73
3064.00,99.73
3063.00,99.73
3062.00,99.72
3061.00,99.72
3060.00,99.72
3059.00,99.73
3058.00,99.73
3057.00,99.73
3056.00,99.73
3055.00,99.73
3054.00,99.72
3053.00,99.72
3052.00,99.72
3051.00,99.72
3050.00,99.72
3049.00,99.73
3048.00,99.73
3047.00,99.72
3046.00,99.72
3045.00,99.72
3044.00,99.72
3043.00,99.72
3042.00,99.72
3041.00,99.72
3040.00,99.72
3039.00,99.72
3038.00,99.72
3037.00,99.72
3036.00,99.73
3035.00,99.73
3034.00,99.73
3033.00,99.73
3032.00,99.73
3031.00,99.73
3030.00,99.73
3029.00,99.73
3028.00,99.72
3027.00,99.72
3026.00,99.72
3025.00,99.72
3024.00,99.72
3023.00,99.72
3022.00,99.72
3021.00,99.73
3020.00,99.74
3019.00,99.75
3018.00,99.76
3017.00,99.77
3016.00,99.77
3015.00,99.76
3014.00,99.75
3013.00,99.74
3012.00,99.74
3011.00,99.73
3010.00,99.73
3009.00,99.73
3008.00,99.73
3007.00,99.73
3006.00,99.73
3005.00,99.73
3004.00,99.73
3003.00,99.73
3002.00,99.73
3001.00,99.73
3000.00,99.74
2999.00,99.74
2998.00,99.73
2997.00,99.73
2996.00,99.73
2995.00,99.72
2994.00,99.72
2993.00,99.72
2992.00,99.72
2991.00,99.72
2990.00,99.72
2989.00,99.72
2988.00,99.72
2987.00,99.71
2986.00,99.72
2985.00,99.72
2984.00,99.73
2983.00,99.73
2982.00,99.73
2981.00,99.73
2980.00,99.73
2979.00,99.72
2978.00,99.72
2977.00,99.72
2976.00,99.72
2975.00,99.72
2974.00,99.73
2973.00,99.73
2972.00,99.73
2971.00,99.72
2970.00,99.72
2969.00,99.72
2968.00,99.72
2967.00,99.71
2966.00,99.71
2965.00,99.71
2964.00,99.71
2963.00,99.71
2962.00,99.71
2961.00,99.71
2960.00,99.71
2959.00,99.71
2958.00,99.70
2957.00,99.70
2956.00,99.70
2955.00,99.70
2954.00,99.70
2953.00,99.71
2952.00,99.71
2951.00,99.72
2950.00,99.72
2949.00,99.72
2948.00,99.72
2947.00,99.71
2946.00,99.71
2945.00,99.72
2944.00,99.72
2943.00,99.72
2942.00,99.72
2941.00,99.73
2940.00,99.73
2939.00,99.74
2938.00,99.74
2937.00,99.74
2936.00,99.74
2935.00,99.73
2934.00,99.73
2933.00,99.73
2932.00,99.73
2931.00,99.74
2930.00,99.74
2929.00,99.73
2928.00,99.73
2927.00,99.72
2926.00,99.72
2925.00,99.72
2924.00,99.71
2923.00,99.71
2922.00,99.70
2921.00,99.69
2920.00,99.68
2919.00,99.67
2918.00,99.67
2917.00,99.67
2916.00,99.67
2915.00,99.67
2914.00,99.67
2913.00,99.67
2912.00,99.67
2911.00,99.68
2910.00,99.68
2909.00,99.69
2908.00,99.70
2907.00,99.70
2906.00,99.70
2905.00,99.69
2904.00,99.68
2903.00,99.68
2902.00,99.69
2901.00,99.70
2900.00,99.70
2899.00,99.70
2898.00,99.70
2897.00,99.70
2896.00,99.70
2895.00,99.70
2894.00,99.70
2893.00,99.71
2892.00,99.71
2891.00,99.70
2890.00,99.70
2889.00,99.71
2888.00,99.71
2887.00,99.71
2886.00,99.71
2885.00,99.71
2884.00,99.71
2883.00,99.70
2882.00,99.71
2881.00,99.72
2880.00,99.72
2879.00,99.72
2878.00,99.72
2877.00,99.72
2876.00,99.72
2875.00,99.71
2874.00,99.71
2873.00,99.71
2872.00,99.71
2871.00,99.71
2870.00,99.71
2869.00,99.71
2868.00,99.71
2867.00,99.70
2866.00,99.70
2865.00,99.70
2864.00,99.70
2863.00,99.71
2862.00,99.71
2861.00,99.71
2860.00,99.71
2859.00,99.71
2858.00,99.71
2857.00,99.72
2856.00,99.71
2855.00,99.71
2854.00,99.71
2853.00,99.70
2852.00,99.70
2851.00,99.68
2850.00,99.68
2849.00,99.68
2848.00,99.68
2847.00,99.68
2846.00,99.69
2845.00,99.69
2844.00,99.69
2843.00,99.70
2842.00,99.70
2841.00,99.71
2840.00,99.71
2839.00,99.71
2838.00,99.70
2837.00,99.70
2836.00,99.70
2835.00,99.71
2834.00,99.72
2833.00,99.72
2832.00,99.72
2831.00,99.72
2830.00,99.72
2829.00,99.72
2828.00,99.71
2827.00,99.71
2826.00,99.70
2825.00,99.70
2824.00,99.70
2823.00,99.70
2822.00,99.71
2821.00,99.71
2820.00,99.71
2819.00,99.71
2818.00,99.71
2817.00,99.71
2816.00,99.71
2815.00,99.71
2814.00,99.71
2813.00,99.71
2812.00,99.71
2811.00,99.71
2810.00,99.72
2809.00,99.72
2808.00,99.72
2807.00,99.72
2806.00,99.72
2805.00,99.72
2804.00,99.72
2803.00,99.72
2802.00,99.72
2801.00,99.72
2800.00,99.71
2799.00,99.71
2798.00,99.71
2797.00,99.71
2796.00,99.71
2795.00,99.71
2794.00,99.71
2793.00,99.71
2792.00,99.71
2791.00,99.71
2790.00,99.71
2789.00,99.71
2788.00,99.71
2787.00,99.71
2786.00,99.71
2785.00,99.71
2784.00,99.71
2783.00,99.71
2782.00,99.71
2781.00,99.70
2780.00,99.70
2779.00,99.71
2778.00,99.71
2777.00,99.71
2776.00,99.71
2775.00,99.71
2774.00,99.72
2773.00,99.72
2772.00,99.72
2771.00,99.72
2770.00,99.72
2769.00,99.71
2768.00,99.71
2767.00,99.72
2766.00,99.72
2765.00,99.72
2764.00,99.72
2763.00,99.72
2762.00,99.72
2761.00,99.72
2760.00,99.72
2759.00,99.72
2758.00,99.72
2757.00,99.71
2756.00,99.71
2755.00,99.71
2754.00,99.71
2753.00,99.71
2752.00,99.71
2751.00,99.71
2750.00,99.71
2749.00,99.71
2748.00,99.71
2747.00,99.71
2746.00,99.71
2745.00,99.71
2744.00,99.71
2743.00,99.70
2742.00,99.70
2741.00,99.70
2740.00,99.70
2739.00,99.71
2738.00,99.71
2737.00,99.71
2736.00,99.71
2735.00,99.72
2734.00,99.72
2733.00,99.72
2732.00,99.72
2731.00,99.72
2730.00,99.72
2729.00,99.72
2728.00,99.71
2727.00,99.71
2726.00,99.71
2725.00,99.71
2724.00,99.71
2723.00,99.71
2722.00,99.71
2721.00,99.71
2720.00,99.71
2719.00,99.71
2718.00,99.72
2717.00,99.72
2716.00,99.71
2715.00,99.71
2714.00,99.71
2713.00,99.72
2712.00,99.72
2711.00,99.71
2710.00,99.71
2709.00,99.71
2708.00,99.71
2707.00,99.71
2706.00,99.71
2705.00,99.71
2704.00,99.71
2703.00,99.72
2702.00,99.72
2701.00,99.72
2700.00,99.72
2699.00,99.71
2698.00,99.71
2697.00,99.71
2696.00,99.71
2695.00,99.71
2694.00,99.71
2693.00,99.72
2692.00,99.72
2691.00,99.72
2690.00,99.72
2689.00,99.72
2688.00,99.71
2687.00,99.70
2686.00,99.70
2685.00,99.70
2684.00,99.70
2683.00,99.71
2682.00,99.71
2681.00,99.71
2680.00,99.71
2679.00,99.71
2678.00,99.72
2677.00,99.72
2676.00,99.72
2675.00,99.72
2674.00,99.72
2673.00,99.72
2672.00,99.72
2671.00,99.72
2670.00,99.72
2669.00,99.72
2668.00,99.72
2667.00,99.72
2666.00,99.72
2665.00,99.72
2664.00,99.72
2663.00,99.71
2662.00,99.71
2661.00,99.71
2660.00,99.71
2659.00,99.71
2658.00,99.71
2657.00,99.71
2656.00,99.71
2655.00,99.71
2654.00,99.71
2653.00,99.71
2652.00,99.71
2651.00,99.71
2650.00,99.71
2649.00,99.71
2648.00,99.71
2647.00,99.71
2646.00,99.71
2645.00,99.71
2644.00,99.71
2643.00,99.72
2642.00,99.72
2641.00,99.72
2640.00,99.71
2639.00,99.71
2638.00,99.71
2637.00,99.71
2636.00,99.71
2635.00,99.71
2634.00,99.72
2633.00,99.73
2632.00,99.73
2631.00,99.73
2630.00,99.72
2629.00,99.72
2628.00,99.72
2627.00,99.72
2626.00,99.72
2625.00,99.72
2624.00,99.72
2623.00,99.71
2622.00,99.71
2621.00,99.71
2620.00,99.71
2619.00,99.71
2618.00,99.72
2617.00,99.72
2616.00,99.72
2615.00,99.72
2614.00,99.72
2613.00,99.72
2612.00,99.72
2611.00,99.72
2610.00,99.72
2609.00,99.72
2608.00,99.72
2607.00,99.72
2606.00,99.72
2605.00,99.72
2604.00,99.71
2603.00,99.71
2602.00,99.71
2601.00,99.72
2600.00,99.72
2599.00,99.72
2598.00,99.72
2597.00,99.73
2596.00,99.73
2595.00,99.72
2594.00,99.72
2593.00,99.72
2592.00,99.72
2591.00,99.71
2590.00,99.71
2589.00,99.72
2588.00,99.72
2587.00,99.72
2586.00,99.72
2585.00,99.72
2584.00,99.71
2583.00,99.71
2582.00,99.71
2581.00,99.72
2580.00,99.72
2579.00,99.71
2578.00,99.72
2577.00,99.71
2576.00,99.71
2575.00,99.71
2574.00,99.72
2573.00,99.72
2572.00,99.72
2571.00,99.72
2570.00,99.72
2569.00,99.71
2568.00,99.71
2567.00,99.71
2566.00,99.71
2565.00,99.71
2564.00,99.71
2563.00,99.71
2562.00,99.72
2561.00,99.72
2560.00,99.72
2559.00,99.72
2558.00,99.72
2557.00,99.72
2556.00,99.72
2555.00,99.72
2554.00,99.72
2553.00,99.72
2552.00,99.72
2551.00,99.72
2550.00,99.72
2549.00,99.73
2548.00,99.73
2547.00,99.73
2546.00,99.73
2545.00,99.73
2544.00,99.72
2543.00,99.72
2542.00,99.72
2541.00,99.72
2540.00,99.72
2539.00,99.72
2538.00,99.72
2537.00,99.73
2536.00,99.72
2535.00,99.72
2534.00,99.73
2533.00,99.73
2532.00,99.73
2531.00,99.73
2530.00,99.73
2529.00,99.73
2528.00,99.73
2527.00,99.72
2526.00,99.72
2525.00,99.72
2524.00,99.72
2523.00,99.72
2522.00,99.72
2521.00,99.73
2520.00,99.73
2519.00,99.73
2518.00,99.73
2517.00,99.72
2516.00,99.72
2515.00,99.72
2514.00,99.72
2513.00,99.72
2512.00,99.73
2511.00,99.73
2510.00,99.73
2509.00,99.73
2508.00,99.72
2507.00,99.72
2506.00,99.72
2505.00,99.72
2504.00,99.72
2503.00,99.72
2502.00,99.73
2501.00,99.73
2500.00,99.72
2499.00,99.72
2498.00,99.73
2497.00,99.73
2496.00,99.73
2495.00,99.73
2494.00,99.73
2493.00,99.73
2492.00,99.73
2491.00,99.73
2490.00,99.73
2489.00,99.73
2488.00,99.74
2487.00,99.74
2486.00,99.74
2485.00,99.74
2484.00,99.74
2483.00,99.73
2482.00,99.73
2481.00,99.73
2480.00,99.73
2479.00,99.73
2478.00,99.73
2477.00,99.73
2476.00,99.73
2475.00,99.72
2474.00,99.72
2473.00,99.72
2472.00,99.71
2471.00,99.71
2470.00,99.72
2469.00,99.72
2468.00,99.73
2467.00,99.73
2466.00,99.73
2465.00,99.73
2464.00,99.73
2463.00,99.73
2462.00,99.73
2461.00,99.73
2460.00,99.73
2459.00,99.73
2458.00,99.73
2457.00,99.73
2456.00,99.72
2455.00,99.73
